Move ID,Name,Type,Category,Contest,PP,Power,Accuracy,Gen
482,SludgeWave,Poison,Special,Tough,10,95,100%,V
483,QuiverDance,Bug,Status,Beautiful,20,--,--,V
484,HeavySlam,Steel,Physical,Tough,10,--,100%,V
485,Synchronoise,Psychic,Special,Clever,10,120,100%,V
486,ElectroBall,Electric,Special,Cool,10,--,100%,V
487,Soak,Water,Status,Cute,20,--,100%,V
488,FlameCharge,Fire,Physical,Cool,20,50,100%,V
489,Coil,Poison,Status,Tough,20,--,--,V
490,LowSweep,Fighting,Physical,Clever,20,65,100%,V
491,AcidSpray,Poison,Special,Beautiful,20,40,100%,V
492,FoulPlay,Dark,Physical,Clever,15,95,100%,V
493,SimpleBeam,Normal,Status,Cute,15,--,100%,V
494,Entrainment,Normal,Status,Cute,15,--,100%,V
495,AfterYou,Normal,Status,Cute,15,--,--,V
496,Round,Normal,Special,Beautiful,15,60,100%,V
497,EchoedVoice,Normal,Special,Beautiful,15,40,100%,V
498,ChipAway,Normal,Physical,Tough,20,70,100%,V
499,ClearSmog,Poison,Special,Beautiful,15,50,--,V
500,StoredPower,Psychic,Special,Clever,10,20,100%,V
501,QuickGuard,Fighting,Status,Cool,15,--,--,V
502,AllySwitch,Psychic,Status,Clever,15,--,--,V
503,Scald,Water,Special,Tough,15,80,100%,V
504,ShellSmash,Normal,Status,Tough,15,--,--,V
505,HealPulse,Psychic,Status,Beautiful,10,--,--,V
506,Hex,Ghost,Special,Clever,10,65,100%,V
507,SkyDrop,Flying,Physical,Tough,10,60,100%,V
508,ShiftGear,Steel,Status,Clever,10,--,--,V
509,CircleThrow,Fighting,Physical,Cool,10,60,90%,V
510,Incinerate,Fire,Special,Tough,15,60,100%,V
511,Quash,Dark,Status,Clever,15,--,100%,V
512,Acrobatics,Flying,Physical,Cool,15,55,100%,V
513,ReflectType,Normal,Status,Clever,15,--,--,V
514,Retaliate,Normal,Physical,Cool,5,70,100%,V
515,FinalGambit,Fighting,Special,Tough,5,--,100%,V
516,Bestow,Normal,Status,Cute,15,--,--,V
517,Inferno,Fire,Special,Beautiful,5,100,50%,V
518,WaterPledge,Water,Special,Beautiful,10,80,100%,V
519,FirePledge,Fire,Special,Beautiful,10,80,100%,V
520,GrassPledge,Grass,Special,Beautiful,10,80,100%,V
521,VoltSwitch,Electric,Special,Cool,20,70,100%,V
522,StruggleBug,Bug,Special,Cute,20,50,100%,V
523,Bulldoze,Ground,Physical,Tough,20,60,100%,V
524,FrostBreath,Ice,Special,Beautiful,10,60,90%,V
525,DragonTail,Dragon,Physical,Tough,10,60,90%,V
526,WorkUp,Normal,Status,Tough,30,--,--,V
527,Electroweb,Electric,Special,Beautiful,15,55,95%,V
528,WildCharge,Electric,Physical,Tough,15,90,100%,V
529,DrillRun,Ground,Physical,Tough,10,80,95%,V
530,DualChop,Dragon,Physical,Tough,15,40,90%,V
531,HeartStamp,Psychic,Physical,Cute,25,60,100%,V
532,HornLeech,Grass,Physical,Tough,10,75,100%,V
533,SacredSword,Fighting,Physical,Cool,15,90,100%,V
534,RazorShell,Water,Physical,Cool,10,75,95%,V
535,HeatCrash,Fire,Physical,Tough,10,--,100%,V
536,LeafTornado,Grass,Special,Cool,10,65,90%,V
537,Steamroller,Bug,Physical,Tough,20,65,100%,V
538,CottonGuard,Grass,Status,Cute,10,--,--,V
539,NightDaze,Dark,Special,Cool,10,85,95%,V
540,Psystrike,Psychic,Special,Cool,10,100,100%,V
541,TailSlap,Normal,Physical,Cute,10,25,85%,V
542,Hurricane,Flying,Special,Tough,10,110,70%,V
543,HeadCharge,Normal,Physical,Tough,15,120,100%,V
544,GearGrind,Steel,Physical,Clever,15,50,85%,V
545,SearingShot,Fire,Special,Cool,5,100,100%,V
546,TechnoBlast,Normal,Special,Cool,5,120,100%,V
547,RelicSong,Normal,Special,Beautiful,10,75,100%,V
548,SecretSword,Fighting,Special,Beautiful,10,85,100%,V
549,Glaciate,Ice,Special,Beautiful,10,65,95%,V
550,BoltStrike,Electric,Physical,Beautiful,5,130,85%,V
551,BlueFlare,Fire,Special,Beautiful,5,130,85%,V
552,FieryDance,Fire,Special,Beautiful,10,80,100%,V
553,FreezeShock,Ice,Physical,Beautiful,5,140,90%,V
554,IceBurn,Ice,Special,Beautiful,5,140,90%,V
555,Snarl,Dark,Special,Tough,15,55,95%,V
556,IcicleCrash,Ice,Physical,Beautiful,10,85,90%,V
557,V-create,Fire,Physical,Cool,5,180,95%,V
558,FusionFlare,Fire,Special,Beautiful,5,100,100%,V
559,FusionBolt,Electric,Physical,Cool,5,100,100%,V
560,FlyingPress,Fighting,Physical,Tough,10,100,95%,VI
561,MatBlock,Fighting,Status,Cool,10,--,--,VI
562,Belch,Poison,Special,Tough,10,120,90%,VI
563,Rototiller,Ground,Status,Tough,10,--,--,VI
564,StickyWeb,Bug,Status,Tough,20,--,--,VI
565,FellStinger,Bug,Physical,Cool,25,50,100%,VI
566,PhantomForce,Ghost,Physical,Cool,10,90,100%,VI
567,Trick-or-Treat,Ghost,Status,Cute,20,--,100%,VI
568,NobleRoar,Normal,Status,Tough,30,--,100%,VI
569,IonDeluge,Electric,Status,Beautiful,25,--,--,VI
570,ParabolicCharge,Electric,Special,Clever,20,65,100%,VI
571,Forest'sCurse,Grass,Status,Clever,20,--,100%,VI
572,PetalBlizzard,Grass,Physical,Beautiful,15,90,100%,VI
573,Freeze-Dry,Ice,Special,Beautiful,20,70,100%,VI
574,DisarmingVoice,Fairy,Special,Cute,15,40,--,VI
575,PartingShot,Dark,Status,Cool,20,--,100%,VI
576,Topsy-Turvy,Dark,Status,Clever,20,--,--,VI
577,DrainingKiss,Fairy,Special,Cute,10,50,100%,VI
578,CraftyShield,Fairy,Status,Clever,10,--,--,VI
579,FlowerShield,Fairy,Status,Beautiful,10,--,--,VI
580,GrassyTerrain,Grass,Status,Beautiful,10,--,--,VI
581,MistyTerrain,Fairy,Status,Beautiful,10,--,--,VI
582,Electrify,Electric,Status,Clever,20,--,--,VI
583,PlayRough,Fairy,Physical,Cute,10,90,90%,VI
584,FairyWind,Fairy,Special,Beautiful,30,40,100%,VI
585,Moonblast,Fairy,Special,Beautiful,15,95,100%,VI
586,Boomburst,Normal,Special,Tough,10,140,100%,VI
587,FairyLock,Fairy,Status,Clever,10,--,--,VI
588,King'sShield,Steel,Status,Cool,10,--,--,VI
589,PlayNice,Normal,Status,Cute,20,--,--,VI
590,Confide,Normal,Status,Cute,20,--,--,VI
591,DiamondStorm,Rock,Physical,Beautiful,5,100,95%,VI
592,SteamEruption,Water,Special,Beautiful,5,110,95%,VI
593,HyperspaceHole,Psychic,Special,Clever,5,80,--,VI
594,WaterShuriken,Water,Special,Cool,20,15,100%,VI
595,MysticalFire,Fire,Special,Beautiful,10,75,100%,VI
596,SpikyShield,Grass,Status,Tough,10,--,--,VI
597,AromaticMist,Fairy,Status,Beautiful,20,--,--,VI
598,EerieImpulse,Electric,Status,Clever,15,--,100%,VI
599,VenomDrench,Poison,Status,Clever,20,--,100%,VI
600,Powder,Bug,Status,Clever,20,--,100%,VI
601,Geomancy,Fairy,Status,Beautiful,10,--,--,VI
602,MagneticFlux,Electric,Status,Clever,20,--,--,VI
603,HappyHour,Normal,Status,Cute,30,--,--,VI
604,ElectricTerrain,Electric,Status,Clever,10,--,--,VI
605,DazzlingGleam,Fairy,Special,Beautiful,10,80,100%,VI
606,Celebrate,Normal,Status,Cute,40,--,--,VI
607,HoldHands,Normal,Status,Cute,40,--,--,VI
608,Baby-DollEyes,Fairy,Status,Cute,30,--,100%,VI
609,Nuzzle,Electric,Physical,Cute,20,20,100%,VI
610,HoldBack,Normal,Physical,Cool,40,40,100%,VI
611,Infestation,Bug,Special,Cute,20,20,100%,VI
612,Power-UpPunch,Fighting,Physical,Tough,20,40,100%,VI
613,OblivionWing,Flying,Special,Cool,10,80,100%,VI
614,ThousandArrows,Ground,Physical,Beautiful,10,90,100%,VI
615,ThousandWaves,Ground,Physical,Tough,10,90,100%,VI
616,Land'sWrath,Ground,Physical,Beautiful,10,90,100%,VI
617,LightofRuin,Fairy,Special,Beautiful,5,140,90%,VI
618,OriginPulse,Water,Special,Beautiful,10,110,85%,VI
619,PrecipiceBlades,Ground,Physical,Cool,10,120,85%,VI
620,DragonAscent,Flying,Physical,Beautiful,5,120,100%,VI
621,HyperspaceFury,Dark,Physical,Tough,5,100,--,VI
622,BreakneckBlitz,Normal,Physical,???,1,--,--,VII
623,BreakneckBlitz,Normal,Special,???,1,--,--,VII
624,All-OutPummeling,Fighting,Physical,???,1,--,--,VII
625,All-OutPummeling,Fighting,Special,???,1,--,--,VII
626,SupersonicSkystrike,Flying,Physical,???,1,--,--,VII
627,SupersonicSkystrike,Flying,Special,???,1,--,--,VII
628,AcidDownpour,Poison,Physical,???,1,--,--,VII
629,AcidDownpour,Poison,Special,???,1,--,--,VII
630,TectonicRage,Ground,Physical,???,1,--,--,VII
631,TectonicRage,Ground,Special,???,1,--,--,VII
632,ContinentalCrush,Rock,Physical,???,1,--,--,VII
633,ContinentalCrush,Rock,Special,???,1,--,--,VII
634,SavageSpin-Out,Bug,Physical,???,1,--,--,VII
635,SavageSpin-Out,Bug,Special,???,1,--,--,VII
636,Never-EndingNightmare,Ghost,Physical,???,1,--,--,VII
637,Never-EndingNightmare,Ghost,Special,???,1,--,--,VII
638,CorkscrewCrash,Steel,Physical,???,1,--,--,VII
639,CorkscrewCrash,Steel,Special,???,1,--,--,VII
640,InfernoOverdrive,Fire,Physical,???,1,--,--,VII
641,InfernoOverdrive,Fire,Special,???,1,--,--,VII
642,HydroVortex,Water,Physical,???,1,--,--,VII
643,HydroVortex,Water,Special,???,1,--,--,VII
644,BloomDoom,Grass,Physical,???,1,--,--,VII
645,BloomDoom,Grass,Special,???,1,--,--,VII
646,GigavoltHavoc,Electric,Physical,???,1,--,--,VII
647,GigavoltHavoc,Electric,Special,???,1,--,--,VII
648,ShatteredPsyche,Psychic,Physical,???,1,--,--,VII
649,ShatteredPsyche,Psychic,Special,???,1,--,--,VII
650,SubzeroSlammer,Ice,Physical,???,1,--,--,VII
651,SubzeroSlammer,Ice,Special,???,1,--,--,VII
652,DevastatingDrake,Dragon,Physical,???,1,--,--,VII
653,DevastatingDrake,Dragon,Special,???,1,--,--,VII
654,BlackHoleEclipse,Dark,Physical,???,1,--,--,VII
655,BlackHoleEclipse,Dark,Special,???,1,--,--,VII
656,TwinkleTackle,Fairy,Physical,???,1,--,--,VII
657,TwinkleTackle,Fairy,Special,???,1,--,--,VII
658,Catastropika,Electric,Physical,???,1,210,--,VII
659,ShoreUp,Ground,Status,???,10,--,--,VII
660,FirstImpression,Bug,Physical,???,10,90,100%,VII
661,BanefulBunker,Poison,Status,???,10,--,--,VII
662,SpiritShackle,Ghost,Physical,???,10,80,100%,VII
663,DarkestLariat,Dark,Physical,???,10,85,100%,VII
664,SparklingAria,Water,Special,???,10,90,100%,VII
665,IceHammer,Ice,Physical,???,10,100,90%,VII
666,FloralHealing,Fairy,Status,???,10,--,--,VII
667,HighHorsepower,Ground,Physical,???,10,95,95%,VII
668,StrengthSap,Grass,Status,???,10,--,100%,VII
669,SolarBlade,Grass,Physical,???,10,125,100%,VII
670,Leafage,Grass,Physical,???,40,40,100%,VII
671,Spotlight,Normal,Status,???,15,--,--,VII
672,ToxicThread,Poison,Status,???,20,--,100%,VII
673,LaserFocus,Normal,Status,???,30,--,--,VII
674,GearUp,Steel,Status,???,20,--,--,VII
675,ThroatChop,Dark,Physical,???,15,80,100%,VII
676,PollenPuff,Bug,Special,???,15,90,100%,VII
677,AnchorShot,Steel,Physical,???,20,80,100%,VII
678,PsychicTerrain,Psychic,Status,???,10,--,--,VII
679,Lunge,Bug,Physical,???,15,80,100%,VII
680,FireLash,Fire,Physical,???,15,80,100%,VII
681,PowerTrip,Dark,Physical,???,10,20,100%,VII
682,BurnUp,Fire,Special,???,5,130,100%,VII
683,SpeedSwap,Psychic,Status,???,10,--,--,VII
684,SmartStrike,Steel,Physical,???,10,70,--,VII
685,Purify,Poison,Status,???,20,--,--,VII
686,RevelationDance,Normal,Special,???,15,90,100%,VII
687,CoreEnforcer,Dragon,Special,???,10,100,100%,VII
688,TropKick,Grass,Physical,???,15,70,100%,VII
689,Instruct,Psychic,Status,???,15,--,--,VII
690,BeakBlast,Flying,Physical,???,15,100,100%,VII
691,ClangingScales,Dragon,Special,???,5,110,100%,VII
692,DragonHammer,Dragon,Physical,???,15,90,100%,VII
693,BrutalSwing,Dark,Physical,???,20,60,100%,VII
694,AuroraVeil,Ice,Status,???,20,--,--,VII
695,SinisterArrowRaid,Ghost,Physical,???,1,180,--,VII
696,MaliciousMoonsault,Dark,Physical,???,1,180,--,VII
697,OceanicOperetta,Water,Special,???,1,195,--,VII
698,GuardianofAlola,Fairy,Special,???,1,--,--,VII
699,Soul-Stealing7-StarStrike,Ghost,Physical,???,1,195,--,VII
700,StokedSparksurfer,Electric,Special,???,1,175,--,VII
701,PulverizingPancake,Normal,Physical,???,1,210,--,VII
702,ExtremeEvoboost,Normal,Status,???,1,--,--,VII
703,GenesisSupernova,Psychic,Special,???,1,185,--,VII
704,ShellTrap,Fire,Special,???,5,150,100%,VII
705,FleurCannon,Fairy,Special,???,5,130,90%,VII
706,PsychicFangs,Psychic,Physical,???,10,85,100%,VII
707,StompingTantrum,Ground,Physical,???,10,75,100%,VII
708,ShadowBone,Ghost,Physical,???,10,85,100%,VII
709,Accelerock,Rock,Physical,???,20,40,100%,VII
710,Liquidation,Water,Physical,???,10,85,100%,VII
711,PrismaticLaser,Psychic,Special,???,10,160,100%,VII
712,SpectralThief,Ghost,Physical,???,10,90,100%,VII
713,SunsteelStrike,Steel,Physical,???,5,100,100%,VII
714,MoongeistBeam,Ghost,Special,???,5,100,100%,VII
715,TearfulLook,Normal,Status,???,20,--,--,VII
716,ZingZap,Electric,Physical,???,10,80,100%,VII
717,Nature'sMadness,Fairy,Special,???,10,--,90%,VII
718,Multi-Attack,Normal,Physical,???,10,120,100%,VII
719,"10,000,000VoltThunderbolt",Electric,Special,???,1,195,--,VII
720,MindBlown,Fire,Special,???,5,150,100%,VII
721,PlasmaFists,Electric,Physical,???,15,100,100%,VII
722,PhotonGeyser,Psychic,Special,???,5,100,100%,VII
723,LightThatBurnstheSky,Psychic,Special,???,1,200,--,VII
724,SearingSunrazeSmash,Steel,Physical,???,1,200,--,VII
725,MenacingMoonrazeMaelstrom,Ghost,Special,???,1,200,--,VII
726,Let'sSnuggleForever,Fairy,Physical,???,1,190,--,VII
727,SplinteredStormshards,Rock,Physical,???,1,190,--,VII
728,ClangorousSoulblaze,Dragon,Special,???,1,185,--,VII
729,ZippyZap,Electric,Physical,???,15,50,100%,VII
730,SplishySplash,Water,Special,???,15,90,100%,VII
731,FloatyFall,Flying,Physical,???,15,90,95%,VII
732,PikaPapow,Electric,Special,???,20,--,--,VII
733,BouncyBubble,Water,Special,???,15,90,100%,VII
734,BuzzyBuzz,Electric,Special,???,15,90,100%,VII
735,SizzlySlide,Fire,Physical,???,15,90,100%,VII
736,GlitzyGlow,Psychic,Special,???,15,90,100%,VII
737,BaddyBad,Dark,Special,???,15,90,100%,VII
738,SappySeed,Grass,Physical,???,15,90,100%,VII
739,FreezyFrost,Ice,Special,???,15,90,100%,VII
740,SparklySwirl,Fairy,Special,???,15,90,100%,VII
741,VeeveeVolley,Normal,Physical,???,20,--,--,VII
742,DoubleIronBash,Steel,Physical,???,5,60,100%,VII
743,MaxGuard,Normal,Status,???,10,--,--,VIII
744,DynamaxCannon,Dragon,Special,???,5,100,100%,VIII
745,SnipeShot,Water,Special,???,15,80,100%,VIII
746,JawLock,Dark,Physical,???,10,80,100%,VIII
747,StuffCheeks,Normal,Status,???,10,--,--,VIII
748,NoRetreat,Fighting,Status,???,5,--,--,VIII
749,TarShot,Rock,Status,???,15,--,100%,VIII
750,MagicPowder,Psychic,Status,???,20,--,100%,VIII
751,DragonDarts,Dragon,Physical,???,10,50,100%,VIII
752,Teatime,Normal,Status,???,10,--,--,VIII
753,Octolock,Fighting,Status,???,15,--,100%,VIII
754,BoltBeak,Electric,Physical,???,10,85,100%,VIII
755,FishiousRend,Water,Physical,???,10,85,100%,VIII
756,CourtChange,Normal,Status,???,10,--,100%,VIII
757,MaxFlare,Fire,???,???,10,--,--,VIII
758,MaxFlutterby,Bug,???,???,10,--,--,VIII
759,MaxLightning,Electric,???,???,10,--,--,VIII
760,MaxStrike,Normal,???,???,10,--,--,VIII
761,MaxKnuckle,Fighting,???,???,10,--,--,VIII
762,MaxPhantasm,Ghost,???,???,10,--,--,VIII
763,MaxHailstorm,Ice,???,???,10,--,--,VIII
764,MaxOoze,Poison,???,???,10,--,--,VIII
765,MaxGeyser,Water,???,???,10,--,--,VIII
766,MaxAirstream,Flying,???,???,10,--,--,VIII
767,MaxStarfall,Fairy,???,???,10,--,--,VIII
768,MaxWyrmwind,Dragon,???,???,10,--,--,VIII
769,MaxMindstorm,Psychic,???,???,10,--,--,VIII
770,MaxRockfall,Rock,???,???,10,--,--,VIII
771,MaxQuake,Ground,???,???,10,--,--,VIII
772,MaxDarkness,Dark,???,???,10,--,--,VIII
773,MaxOvergrowth,Grass,???,???,10,--,--,VIII
774,MaxSteelspike,Steel,???,???,10,--,--,VIII
775,ClangorousSoul,Dragon,Status,???,5,--,100%,VIII
776,BodyPress,Fighting,Physical,???,10,80,100%,VIII
777,Decorate,Fairy,Status,???,15,--,--,VIII
778,DrumBeating,Grass,Physical,???,10,80,100%,VIII
779,SnapTrap,Grass,Physical,???,15,35,100%,VIII
780,PyroBall,Fire,Physical,???,5,120,90%,VIII
781,BehemothBlade,Steel,Physical,???,5,100,100%,VIII
782,BehemothBash,Steel,Physical,???,5,100,100%,VIII
783,AuraWheel,Electric,Physical,???,10,110,100%,VIII
784,BreakingSwipe,Dragon,Physical,???,15,60,100%,VIII
785,BranchPoke,Grass,Physical,???,40,40,100%,VIII
786,Overdrive,Electric,Special,???,10,80,100%,VIII
787,AppleAcid,Grass,Special,???,10,80,100%,VIII
788,GravApple,Grass,Physical,???,10,80,100%,VIII
789,SpiritBreak,Fairy,Physical,???,15,75,100%,VIII
790,StrangeSteam,Fairy,Special,???,10,90,95%,VIII
791,LifeDew,Water,Status,???,10,--,--,VIII
792,Obstruct,Dark,Status,???,10,--,100%,VIII
793,FalseSurrender,Dark,Physical,???,10,80,--,VIII
794,MeteorAssault,Fighting,Physical,???,5,150,100%,VIII
795,Eternabeam,Dragon,Special,???,5,160,90%,VIII
796,SteelBeam,Steel,Special,???,5,140,95%,VIII
797,ExpandingForce,Psychic,Special,???,10,80,100%,VIII
798,SteelRoller,Steel,Physical,???,5,130,100%,VIII
799,ScaleShot,Dragon,Physical,???,20,25,90%,VIII
800,MeteorBeam,Rock,Special,???,10,120,90%,VIII
801,ShellSideArm,Poison,Special,???,10,90,100%,VIII
802,MistyExplosion,Fairy,Special,???,5,100,100%,VIII
803,GrassyGlide,Grass,Physical,???,20,70,100%,VIII
804,RisingVoltage,Electric,Special,???,20,70,100%,VIII
805,TerrainPulse,Normal,Special,???,10,50,100%,VIII
806,SkitterSmack,Bug,Physical,???,10,70,90%,VIII
807,BurningJealousy,Fire,Special,???,5,70,100%,VIII
808,LashOut,Dark,Physical,???,5,75,100%,VIII
809,Poltergeist,Ghost,Physical,???,5,110,90%,VIII
810,CorrosiveGas,Poison,Status,???,40,--,100%,VIII
811,Coaching,Fighting,Status,???,10,--,--,VIII
812,FlipTurn,Water,Physical,???,20,60,100%,VIII
813,TripleAxel,Ice,Physical,???,10,20,90%,VIII
814,DualWingbeat,Flying,Physical,???,10,40,90%,VIII
815,ScorchingSands,Ground,Special,???,10,70,100%,VIII
816,JungleHealing,Grass,Status,???,10,--,--,VIII
817,WickedBlow,Dark,Physical,???,5,80,100%,VIII
818,SurgingStrikes,Water,Physical,???,5,25,100%,VIII
819,ThunderCage,Electric,Special,???,15,80,90%,VIII
820,DragonEnergy,Dragon,Special,???,5,150,100%,VIII
821,FreezingGlare,Psychic,Special,???,10,90,100%,VIII
822,FieryWrath,Dark,Special,???,10,90,100%,VIII
823,ThunderousKick,Fighting,Physical,???,10,90,100%,VIII
824,GlacialLance,Ice,Physical,???,5,130,100%,VIII
825,AstralBarrage,Ghost,Special,???,5,120,100%,VIII
826,EerieSpell,Psychic,Special,???,5,80,100%,VIII
???,StoneAxe,???,???,???,???,???,???,VIII
828,G-MaxWildfire,Fire,--,--,--,--,--,VIII
829,G-MaxBefuddle,Bug,--,--,--,--,--,VIII
830,G-MaxVoltCrash,Electric,--,--,--,--,--,VIII
831,G-MaxGoldRush,Normal,--,--,--,--,--,VIII
832,G-MaxChiStrike,Fighting,--,--,--,--,--,VIII
833,G-MaxTerror,Ghost,--,--,--,--,--,VIII
834,G-MaxResonance,Ice,--,--,--,--,--,VIII
835,G-MaxCuddle,Normal,--,--,--,--,--,VIII
836,G-MaxReplenish,Normal,--,--,--,--,--,VIII
837,G-MaxMalodor,Poison,--,--,--,--,--,VIII
838,G-MaxStonesurge,Water,--,--,--,--,--,VIII
839,G-MaxWindRage,Flying,--,--,--,--,--,VIII
840,G-MaxStunShock,Electric,--,--,--,--,--,VIII
841,G-MaxFinale,Fairy,--,--,--,--,--,VIII
842,G-MaxDepletion,Dragon,--,--,--,--,--,VIII
843,G-MaxGravitas,Psychic,--,--,--,--,--,VIII
844,G-MaxVolcalith,Rock,--,--,--,--,--,VIII
845,G-MaxSandblast,Ground,--,--,--,--,--,VIII
846,G-MaxSnooze,Dark,--,--,--,--,--,VIII
847,G-MaxTartness,Grass,--,--,--,--,--,VIII
848,G-MaxSweetness,Grass,--,--,--,--,--,VIII
849,G-MaxSmite,Fairy,--,--,--,--,--,VIII
850,G-MaxSteelsurge,Steel,--,--,--,--,--,VIII
851,G-MaxMeltdown,Steel,--,--,--,--,--,VIII
852,G-MaxFoamBurst,Water,--,--,--,--,--,VIII
853,G-MaxCentiferno,Fire,--,--,--,--,--,VIII
854,G-MaxVineLash,Grass,--,--,--,--,--,VIII
855,G-MaxCannonade,Water,--,--,--,--,--,VIII
856,G-MaxDrumSolo,Grass,--,--,--,--,--,VIII
857,G-MaxFireball,Fire,--,--,--,--,--,VIII
858,G-MaxHydrosnipe,Water,--,--,--,--,--,VIII
859,G-MaxOneBlow,Dark,--,--,--,--,--,VIII
860,G-MaxRapidFlow,Water,--,--,--,--,--,VIII
