Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
468,//cdn2.bulbagarden.net/upload/2/26/468MS8.png,togekiss,hustle,serene-grace,super-luck,4
177,//cdn2.bulbagarden.net/upload/7/7a/177MS8.png,natu,synchronize,early-bird,magic-bounce,2
178,//cdn2.bulbagarden.net/upload/8/88/178MS8.png,xatu,synchronize,early-bird,magic-bounce,2
179,//cdn2.bulbagarden.net/upload/e/e8/179MS6.png,mareep,static,,plus,2
180,//cdn2.bulbagarden.net/upload/e/eb/180MS6.png,flaaffy,static,,plus,2
181,//cdn2.bulbagarden.net/upload/8/89/181MS6.png,ampharos,static,,plus,2
181,//cdn2.bulbagarden.net/upload/a/a1/181MMS6.png,ampharos-mega-ampharos,mold-breaker,,,6
298,//cdn2.bulbagarden.net/upload/c/c7/298MS8.png,azurill,thick-fat,huge-power,sap-sipper,3
183,//cdn2.bulbagarden.net/upload/8/8f/183MS8.png,marill,thick-fat,huge-power,sap-sipper,2
184,//cdn2.bulbagarden.net/upload/c/cc/184MS8.png,azumarill,thick-fat,huge-power,sap-sipper,2
438,//cdn2.bulbagarden.net/upload/3/39/438MS8.png,bonsly,sturdy,rock-head,rattled,4
185,//cdn2.bulbagarden.net/upload/b/b3/185MS8.png,sudowoodo,sturdy,rock-head,rattled,2
187,//cdn2.bulbagarden.net/upload/b/b3/187MS6.png,hoppip,chlorophyll,leaf-guard,infiltrator,2
188,//cdn2.bulbagarden.net/upload/d/d4/188MS6.png,skiploom,chlorophyll,leaf-guard,infiltrator,2
189,//cdn2.bulbagarden.net/upload/5/5b/189MS6.png,jumpluff,chlorophyll,leaf-guard,infiltrator,2
190,//cdn2.bulbagarden.net/upload/9/92/190MS6.png,aipom,run-away,pickup,skill-link,2
424,//cdn2.bulbagarden.net/upload/6/68/424MS6.png,ambipom,technician,pickup,skill-link,4
191,//cdn2.bulbagarden.net/upload/b/b6/191MS6.png,sunkern,chlorophyll,solar-power,early-bird,2
192,//cdn2.bulbagarden.net/upload/8/89/192MS6.png,sunflora,chlorophyll,solar-power,early-bird,2
193,//cdn2.bulbagarden.net/upload/1/1c/193MS6.png,yanma,speed-boost,compound-eyes,frisk,2
469,//cdn2.bulbagarden.net/upload/8/8c/469MS6.png,yanmega,speed-boost,tinted-lens,frisk,4
194,//cdn2.bulbagarden.net/upload/c/cd/194MS8.png,wooper,damp,water-absorb,unaware,2
195,//cdn2.bulbagarden.net/upload/1/15/195MS8.png,quagsire,damp,water-absorb,unaware,2
198,//cdn2.bulbagarden.net/upload/4/4f/198MS6.png,murkrow,insomnia,super-luck,prankster,2
430,//cdn2.bulbagarden.net/upload/a/a7/430MS6.png,honchkrow,insomnia,super-luck,moxie,4
200,//cdn2.bulbagarden.net/upload/e/e3/200MS6.png,misdreavus,levitate,,,2
429,//cdn2.bulbagarden.net/upload/d/d7/429MS6.png,mismagius,levitate,,,4
201,//cdn2.bulbagarden.net/upload/e/e7/201MS6.png,unown,levitate,,,2
360,//cdn2.bulbagarden.net/upload/9/97/360MS8.png,wynaut,shadow-tag,,telepathy,3
202,//cdn2.bulbagarden.net/upload/8/89/202MS8.png,wobbuffet,shadow-tag,,telepathy,2
203,//cdn2.bulbagarden.net/upload/b/bc/203MS6.png,girafarig,inner-focus,early-bird,sap-sipper,2
204,//cdn2.bulbagarden.net/upload/d/db/204MS6.png,pineco,sturdy,,overcoat,2
205,//cdn2.bulbagarden.net/upload/c/c4/205MS6.png,forretress,sturdy,,overcoat,2
206,//cdn2.bulbagarden.net/upload/1/19/206MS8.png,dunsparce,serene-grace,run-away,rattled,2
207,//cdn2.bulbagarden.net/upload/2/27/207MS6.png,gligar,hyper-cutter,sand-veil,immunity,2
472,//cdn2.bulbagarden.net/upload/6/63/472MS6.png,gliscor,hyper-cutter,sand-veil,poison-heal,4
209,//cdn2.bulbagarden.net/upload/d/d4/209MS6.png,snubbull,intimidate,run-away,rattled,2
210,//cdn2.bulbagarden.net/upload/8/8e/210MS6.png,granbull,intimidate,quick-feet,rattled,2
211,//cdn2.bulbagarden.net/upload/a/a4/211MS8.png,qwilfish,poison-point,swift-swim,intimidate,2
213,//cdn2.bulbagarden.net/upload/0/00/213MS8.png,shuckle,sturdy,gluttony,contrary,2
214,//cdn2.bulbagarden.net/upload/9/9d/214MS8.png,heracross,swarm,guts,moxie,2
214,//cdn2.bulbagarden.net/upload/e/ed/214MMS6.png,heracross-mega-heracross,skill-link,,,6
215,//cdn2.bulbagarden.net/upload/e/ea/215MS8.png,sneasel,inner-focus,keen-eye,pickpocket,2
461,//cdn2.bulbagarden.net/upload/4/45/461MS8.png,weavile,pressure,,pickpocket,4
216,//cdn2.bulbagarden.net/upload/9/90/216MS6.png,teddiursa,pickup,quick-feet,honey-gather,2
217,//cdn2.bulbagarden.net/upload/6/6d/217MS6.png,ursaring,guts,quick-feet,unnerve,2
218,//cdn2.bulbagarden.net/upload/8/8e/218MS6.png,slugma,magma-armor,flame-body,weak-armor,2
219,//cdn2.bulbagarden.net/upload/e/e3/219MS6.png,magcargo,magma-armor,flame-body,weak-armor,2
220,//cdn2.bulbagarden.net/upload/2/26/220MS8.png,swinub,oblivious,snow-cloak,thick-fat,2
221,//cdn2.bulbagarden.net/upload/0/01/221MS8.png,piloswine,oblivious,snow-cloak,thick-fat,2
473,//cdn2.bulbagarden.net/upload/8/8c/473MS8.png,mamoswine,oblivious,snow-cloak,thick-fat,4
222,//cdn2.bulbagarden.net/upload/5/52/222MS8.png,corsola,hustle,natural-cure,regenerator,2
222,//cdn2.bulbagarden.net/upload/c/c7/222GMS8.png,corsola-galarian-corsola,weak-armor,,cursed-body,8
864,//cdn2.bulbagarden.net/upload/9/90/864MS8.png,cursola,weak-armor,,perish-body,8
223,//cdn2.bulbagarden.net/upload/c/cb/223MS8.png,remoraid,hustle,sniper,moody,2
224,//cdn2.bulbagarden.net/upload/f/f6/224MS8.png,octillery,suction-cups,sniper,moody,2
225,//cdn2.bulbagarden.net/upload/9/90/225MS8.png,delibird,vital-spirit,hustle,insomnia,2
458,//cdn2.bulbagarden.net/upload/2/21/458MS8.png,mantyke,swift-swim,water-absorb,water-veil,4
226,//cdn2.bulbagarden.net/upload/9/92/226MS8.png,mantine,swift-swim,water-absorb,water-veil,2
227,//cdn2.bulbagarden.net/upload/6/6b/227MS8.png,skarmory,keen-eye,sturdy,weak-armor,2
228,//cdn2.bulbagarden.net/upload/b/bc/228MS6.png,houndour,early-bird,flash-fire,unnerve,2
229,//cdn2.bulbagarden.net/upload/4/40/229MS6.png,houndoom,early-bird,flash-fire,unnerve,2
229,//cdn2.bulbagarden.net/upload/a/a4/229MMS6.png,houndoom-mega-houndoom,solar-power,,,6
231,//cdn2.bulbagarden.net/upload/6/6c/231MS6.png,phanpy,pickup,,sand-veil,2
232,//cdn2.bulbagarden.net/upload/8/85/232MS6.png,donphan,sturdy,,sand-veil,2
234,//cdn2.bulbagarden.net/upload/1/19/234MS6.png,stantler,intimidate,frisk,sap-sipper,2
235,//cdn2.bulbagarden.net/upload/a/af/235MS6.png,smeargle,own-tempo,technician,moody,2
241,//cdn2.bulbagarden.net/upload/7/73/241MS8.png,miltank,thick-fat,scrappy,sap-sipper,2
243,//cdn2.bulbagarden.net/upload/2/27/243MS8.png,raikou,pressure,,inner-focus,2
244,//cdn2.bulbagarden.net/upload/8/81/244MS8.png,entei,pressure,,inner-focus,2
245,//cdn2.bulbagarden.net/upload/0/0b/245MS8.png,suicune,pressure,,inner-focus,2
246,//cdn2.bulbagarden.net/upload/4/47/246MS8.png,larvitar,guts,,sand-veil,2
247,//cdn2.bulbagarden.net/upload/2/23/247MS8.png,pupitar,shed-skin,,,2
248,//cdn2.bulbagarden.net/upload/3/30/248MS8.png,tyranitar,sand-stream,,unnerve,2
248,//cdn2.bulbagarden.net/upload/6/61/248MMS6.png,tyranitar-mega-tyranitar,sand-stream,,,6
249,//cdn2.bulbagarden.net/upload/1/1e/249MS8.png,lugia,pressure,,multiscale,2
250,//cdn2.bulbagarden.net/upload/c/c4/250MS8.png,ho-oh,pressure,,regenerator,2
251,//cdn2.bulbagarden.net/upload/2/26/251MS8.png,celebi,natural-cure,,,2
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
252,//cdn2.bulbagarden.net/upload/e/e0/252MS8.png,treecko,overgrow,,unburden,3
253,//cdn2.bulbagarden.net/upload/4/43/253MS8.png,grovyle,overgrow,,unburden,3
254,//cdn2.bulbagarden.net/upload/6/67/254MS8.png,sceptile,overgrow,,unburden,3
254,//cdn2.bulbagarden.net/upload/7/7c/254MMS6.png,sceptile-mega-sceptile,lightning-rod,,,6
255,//cdn2.bulbagarden.net/upload/7/79/255MS8.png,torchic,blaze,,speed-boost,3
256,//cdn2.bulbagarden.net/upload/c/cc/256MS8.png,combusken,blaze,,speed-boost,3
257,//cdn2.bulbagarden.net/upload/d/d5/257MS8.png,blaziken,blaze,,speed-boost,3
257,//cdn2.bulbagarden.net/upload/e/ea/257MMS6.png,blaziken-mega-blaziken,speed-boost,,,6
258,//cdn2.bulbagarden.net/upload/4/43/258MS8.png,mudkip,torrent,,damp,3
259,//cdn2.bulbagarden.net/upload/0/04/259MS8.png,marshtomp,torrent,,damp,3
260,//cdn2.bulbagarden.net/upload/2/2b/260MS8.png,swampert,torrent,,damp,3
260,//cdn2.bulbagarden.net/upload/7/7b/260MMS6.png,swampert-mega-swampert,swift-swim,,,6
261,//cdn2.bulbagarden.net/upload/3/39/261MS6.png,poochyena,run-away,quick-feet,rattled,3
262,//cdn2.bulbagarden.net/upload/b/ba/262MS6.png,mightyena,intimidate,quick-feet,moxie,3
263,//cdn2.bulbagarden.net/upload/4/47/263MS8.png,zigzagoon,pickup,gluttony,quick-feet,3
263,//cdn2.bulbagarden.net/upload/c/c7/263GMS8.png,zigzagoon-galarian-zigzagoon,pickup,gluttony,quick-feet,8
264,//cdn2.bulbagarden.net/upload/c/c1/264MS8.png,linoone,pickup,gluttony,quick-feet,3
264,//cdn2.bulbagarden.net/upload/2/28/264GMS8.png,linoone-galarian-linoone,pickup,gluttony,quick-feet,8
862,//cdn2.bulbagarden.net/upload/c/c8/862MS8.png,obstagoon,reckless,guts,defiant,8
265,//cdn2.bulbagarden.net/upload/f/f4/265MS6.png,wurmple,shield-dust,,run-away,3
266,//cdn2.bulbagarden.net/upload/7/76/266MS6.png,silcoon,shed-skin,,,3
267,//cdn2.bulbagarden.net/upload/0/0e/267MS6.png,beautifly,swarm,,rivalry,3
268,//cdn2.bulbagarden.net/upload/7/70/268MS6.png,cascoon,shed-skin,,,3
269,//cdn2.bulbagarden.net/upload/a/ac/269MS6.png,dustox,shield-dust,,compound-eyes,3
270,//cdn2.bulbagarden.net/upload/1/19/270MS8.png,lotad,swift-swim,rain-dish,own-tempo,3
271,//cdn2.bulbagarden.net/upload/6/61/271MS8.png,lombre,swift-swim,rain-dish,own-tempo,3
272,//cdn2.bulbagarden.net/upload/e/e4/272MS8.png,ludicolo,swift-swim,rain-dish,own-tempo,3
273,//cdn2.bulbagarden.net/upload/d/da/273MS8.png,seedot,chlorophyll,early-bird,pickpocket,3
274,//cdn2.bulbagarden.net/upload/8/8e/274MS8.png,nuzleaf,chlorophyll,early-bird,pickpocket,3
275,//cdn2.bulbagarden.net/upload/c/c7/275MS8.png,shiftry,chlorophyll,early-bird,pickpocket,3
276,//cdn2.bulbagarden.net/upload/2/2f/276MS6.png,taillow,guts,,scrappy,3
277,//cdn2.bulbagarden.net/upload/6/65/277MS6.png,swellow,guts,,scrappy,3
278,//cdn2.bulbagarden.net/upload/2/20/278MS8.png,wingull,keen-eye,hydration,rain-dish,3
279,//cdn2.bulbagarden.net/upload/3/33/279MS8.png,pelipper,keen-eye,drizzle,rain-dish,3
280,//cdn2.bulbagarden.net/upload/e/e8/280MS8.png,ralts,synchronize,trace,telepathy,3
281,//cdn2.bulbagarden.net/upload/5/51/281MS8.png,kirlia,synchronize,trace,telepathy,3
282,//cdn2.bulbagarden.net/upload/0/06/282MS8.png,gardevoir,synchronize,trace,telepathy,3
282,//cdn2.bulbagarden.net/upload/1/1a/282MMS6.png,gardevoir-mega-gardevoir,pixilate,,,6
475,//cdn2.bulbagarden.net/upload/7/7c/475MS8.png,gallade,steadfast,,justified,4
475,//cdn2.bulbagarden.net/upload/d/d4/475MMS6.png,gallade-mega-gallade,inner-focus,,,6
283,//cdn2.bulbagarden.net/upload/0/09/283MS6.png,surskit,swift-swim,,rain-dish,3
284,//cdn2.bulbagarden.net/upload/d/d5/284MS6.png,masquerain,intimidate,,unnerve,3
285,//cdn2.bulbagarden.net/upload/7/70/285MS6.png,shroomish,effect-spore,poison-heal,quick-feet,3
286,//cdn2.bulbagarden.net/upload/8/8c/286MS6.png,breloom,effect-spore,poison-heal,technician,3
287,//cdn2.bulbagarden.net/upload/a/af/287MS6.png,slakoth,truant,,,3
288,//cdn2.bulbagarden.net/upload/e/e6/288MS6.png,vigoroth,vital-spirit,,,3
289,//cdn2.bulbagarden.net/upload/f/f3/289MS6.png,slaking,truant,,,3
290,//cdn2.bulbagarden.net/upload/6/6e/290MS8.png,nincada,compound-eyes,,run-away,3
291,//cdn2.bulbagarden.net/upload/c/c8/291MS8.png,ninjask,speed-boost,,infiltrator,3
292,//cdn2.bulbagarden.net/upload/7/79/292MS8.png,shedinja,wonder-guard,,,3
293,//cdn2.bulbagarden.net/upload/b/bb/293MS8.png,whismur,soundproof,,rattled,3
294,//cdn2.bulbagarden.net/upload/6/69/294MS8.png,loudred,soundproof,,scrappy,3
295,//cdn2.bulbagarden.net/upload/2/26/295MS8.png,exploud,soundproof,,scrappy,3
296,//cdn2.bulbagarden.net/upload/d/d9/296MS6.png,makuhita,thick-fat,guts,sheer-force,3
297,//cdn2.bulbagarden.net/upload/6/63/297MS6.png,hariyama,thick-fat,guts,sheer-force,3
299,//cdn2.bulbagarden.net/upload/6/65/299MS6.png,nosepass,sturdy,magnet-pull,sand-force,3
476,//cdn2.bulbagarden.net/upload/1/17/476MS6.png,probopass,sturdy,magnet-pull,sand-force,4
300,//cdn2.bulbagarden.net/upload/a/ad/300MS6.png,skitty,cute-charm,normalize,wonder-skin,3
301,//cdn2.bulbagarden.net/upload/e/ea/301MS6.png,delcatty,cute-charm,normalize,wonder-skin,3
302,//cdn2.bulbagarden.net/upload/0/0d/302MS8.png,sableye,keen-eye,stall,prankster,3
302,//cdn2.bulbagarden.net/upload/9/9c/302MMS6.png,sableye-mega-sableye,magic-bounce,,,6
303,//cdn2.bulbagarden.net/upload/9/92/303MS8.png,mawile,hyper-cutter,intimidate,sheer-force,3
303,//cdn2.bulbagarden.net/upload/8/8e/303MMS6.png,mawile-mega-mawile,huge-power,,,6
304,//cdn2.bulbagarden.net/upload/b/b5/304MS8.png,aron,sturdy,rock-head,heavy-metal,3
305,//cdn2.bulbagarden.net/upload/0/0d/305MS8.png,lairon,sturdy,rock-head,heavy-metal,3
306,//cdn2.bulbagarden.net/upload/6/68/306MS8.png,aggron,sturdy,rock-head,heavy-metal,3
306,//cdn2.bulbagarden.net/upload/f/f6/306MMS6.png,aggron-mega-aggron,filter,,,6
307,//cdn2.bulbagarden.net/upload/1/1a/307MS6.png,meditite,pure-power,,telepathy,3
308,//cdn2.bulbagarden.net/upload/c/cf/308MS6.png,medicham,pure-power,,telepathy,3
308,//cdn2.bulbagarden.net/upload/2/2d/308MMS6.png,medicham-mega-medicham,pure-power,,,6
309,//cdn2.bulbagarden.net/upload/4/4f/309MS8.png,electrike,static,lightning-rod,minus,3
310,//cdn2.bulbagarden.net/upload/4/47/310MS8.png,manectric,static,lightning-rod,minus,3
310,//cdn2.bulbagarden.net/upload/2/23/310MMS6.png,manectric-mega-manectric,intimidate,,,6
311,//cdn2.bulbagarden.net/upload/f/f2/311MS6.png,plusle,plus,,lightning-rod,3
312,//cdn2.bulbagarden.net/upload/3/35/312MS6.png,minun,minus,,volt-absorb,3
313,//cdn2.bulbagarden.net/upload/7/75/313MS6.png,volbeat,illuminate,swarm,prankster,3
314,//cdn2.bulbagarden.net/upload/2/23/314MS6.png,illumise,oblivious,tinted-lens,prankster,3
406,//cdn2.bulbagarden.net/upload/0/07/406MS8.png,budew,natural-cure,poison-point,leaf-guard,4
315,//cdn2.bulbagarden.net/upload/f/f3/315MS8.png,roselia,natural-cure,poison-point,leaf-guard,3
407,//cdn2.bulbagarden.net/upload/5/55/407MS8.png,roserade,natural-cure,poison-point,technician,4
316,//cdn2.bulbagarden.net/upload/d/db/316MS6.png,gulpin,liquid-ooze,sticky-hold,gluttony,3
317,//cdn2.bulbagarden.net/upload/e/ed/317MS6.png,swalot,liquid-ooze,sticky-hold,gluttony,3
318,//cdn2.bulbagarden.net/upload/6/66/318MS8.png,carvanha,rough-skin,,speed-boost,3
319,//cdn2.bulbagarden.net/upload/c/cc/319MS8.png,sharpedo,rough-skin,,speed-boost,3
319,//cdn2.bulbagarden.net/upload/4/4e/319MMS6.png,sharpedo-mega-sharpedo,strong-jaw,,,6
320,//cdn2.bulbagarden.net/upload/2/2e/320MS8.png,wailmer,water-veil,oblivious,pressure,3
321,//cdn2.bulbagarden.net/upload/7/70/321MS8.png,wailord,water-veil,oblivious,pressure,3
322,//cdn2.bulbagarden.net/upload/5/52/322MS6.png,numel,oblivious,simple,own-tempo,3
323,//cdn2.bulbagarden.net/upload/8/8e/323MS6.png,camerupt,magma-armor,solid-rock,anger-point,3
323,//cdn2.bulbagarden.net/upload/9/96/323MMS6.png,camerupt-mega-camerupt,sheer-force,,,6
324,//cdn2.bulbagarden.net/upload/9/95/324MS8.png,torkoal,white-smoke,drought,shell-armor,3
325,//cdn2.bulbagarden.net/upload/a/ab/325MS6.png,spoink,thick-fat,own-tempo,gluttony,3
326,//cdn2.bulbagarden.net/upload/5/53/326MS6.png,grumpig,thick-fat,own-tempo,gluttony,3
327,//cdn2.bulbagarden.net/upload/f/f9/327MS6.png,spinda,own-tempo,tangled-feet,contrary,3
328,//cdn2.bulbagarden.net/upload/1/12/328MS8.png,trapinch,hyper-cutter,arena-trap,sheer-force,3
329,//cdn2.bulbagarden.net/upload/c/c2/329MS8.png,vibrava,levitate,,,3
330,//cdn2.bulbagarden.net/upload/2/2d/330MS8.png,flygon,levitate,,,3
331,//cdn2.bulbagarden.net/upload/7/70/331MS6.png,cacnea,sand-veil,,water-absorb,3
332,//cdn2.bulbagarden.net/upload/9/94/332MS6.png,cacturne,sand-veil,,water-absorb,3
333,//cdn2.bulbagarden.net/upload/a/a7/333MS8.png,swablu,natural-cure,,cloud-nine,3
334,//cdn2.bulbagarden.net/upload/2/2e/334MS8.png,altaria,natural-cure,,cloud-nine,3
334,//cdn2.bulbagarden.net/upload/3/32/334MMS6.png,altaria-mega-altaria,pixilate,,,6
335,//cdn2.bulbagarden.net/upload/c/c6/335MS6.png,zangoose,immunity,,toxic-boost,3
336,//cdn2.bulbagarden.net/upload/a/a5/336MS6.png,seviper,shed-skin,,infiltrator,3
337,//cdn2.bulbagarden.net/upload/4/45/337MS8.png,lunatone,levitate,,,3
338,//cdn2.bulbagarden.net/upload/b/b2/338MS8.png,solrock,levitate,,,3
339,//cdn2.bulbagarden.net/upload/e/ef/339MS8.png,barboach,oblivious,anticipation,hydration,3
340,//cdn2.bulbagarden.net/upload/6/69/340MS8.png,whiscash,oblivious,anticipation,hydration,3
341,//cdn2.bulbagarden.net/upload/e/e2/341MS8.png,corphish,hyper-cutter,shell-armor,adaptability,3
342,//cdn2.bulbagarden.net/upload/3/3e/342MS8.png,crawdaunt,hyper-cutter,shell-armor,adaptability,3
343,//cdn2.bulbagarden.net/upload/0/03/343MS8.png,baltoy,levitate,,,3
344,//cdn2.bulbagarden.net/upload/2/2a/344MS8.png,claydol,levitate,,,3
345,//cdn2.bulbagarden.net/upload/b/b8/345MS8.png,lileep,suction-cups,,storm-drain,3
346,//cdn2.bulbagarden.net/upload/3/34/346MS8.png,cradily,suction-cups,,storm-drain,3
347,//cdn2.bulbagarden.net/upload/f/f4/347MS8.png,anorith,battle-armor,,swift-swim,3
348,//cdn2.bulbagarden.net/upload/3/3b/348MS8.png,armaldo,battle-armor,,swift-swim,3
349,//cdn2.bulbagarden.net/upload/7/75/349MS8.png,feebas,swift-swim,oblivious,adaptability,3
350,//cdn2.bulbagarden.net/upload/d/d9/350MS8.png,milotic,marvel-scale,competitive,cute-charm,3
351,//cdn2.bulbagarden.net/upload/e/ef/351MS6.png,castform-normal,forecast,,,3
351,//cdn2.bulbagarden.net/upload/1/1c/351SMS6.png,castform-sunny-form,forecast,,,3
351,//cdn2.bulbagarden.net/upload/f/fa/351RMS6.png,castform-rainy-form,forecast,,,3
351,//cdn2.bulbagarden.net/upload/7/78/351HMS6.png,castform-snowy-form,forecast,,,3
352,//cdn2.bulbagarden.net/upload/d/de/352MS6.png,kecleon,color-change,,protean,3
353,//cdn2.bulbagarden.net/upload/4/4a/353MS6.png,shuppet,insomnia,frisk,cursed-body,3
354,//cdn2.bulbagarden.net/upload/7/79/354MS6.png,banette,insomnia,frisk,cursed-body,3
354,//cdn2.bulbagarden.net/upload/9/9f/354MMS6.png,banette-mega-banette,prankster,,,6
355,//cdn2.bulbagarden.net/upload/3/33/355MS8.png,duskull,levitate,,frisk,3
356,//cdn2.bulbagarden.net/upload/0/0b/356MS8.png,dusclops,pressure,,frisk,3
477,//cdn2.bulbagarden.net/upload/b/b7/477MS8.png,dusknoir,pressure,,frisk,4
357,//cdn2.bulbagarden.net/upload/7/77/357MS6.png,tropius,chlorophyll,solar-power,harvest,3
433,//cdn2.bulbagarden.net/upload/7/7b/433MS6.png,chingling,levitate,,,4
358,//cdn2.bulbagarden.net/upload/1/1a/358MS6.png,chimecho,levitate,,,3
359,//cdn2.bulbagarden.net/upload/4/42/359MS8.png,absol,pressure,super-luck,justified,3
359,//cdn2.bulbagarden.net/upload/9/90/359MMS6.png,absol-mega-absol,magic-bounce,,,6
361,//cdn2.bulbagarden.net/upload/a/af/361MS8.png,snorunt,inner-focus,ice-body,moody,3
362,//cdn2.bulbagarden.net/upload/f/f3/362MS8.png,glalie,inner-focus,ice-body,moody,3
362,//cdn2.bulbagarden.net/upload/5/5f/362MMS6.png,glalie-mega-glalie,refrigerate,,,6
478,//cdn2.bulbagarden.net/upload/6/64/478MS8.png,froslass,snow-cloak,,cursed-body,4
363,//cdn2.bulbagarden.net/upload/c/cb/363MS8.png,spheal,thick-fat,ice-body,oblivious,3
364,//cdn2.bulbagarden.net/upload/8/89/364MS8.png,sealeo,thick-fat,ice-body,oblivious,3
365,//cdn2.bulbagarden.net/upload/5/5b/365MS8.png,walrein,thick-fat,ice-body,oblivious,3
366,//cdn2.bulbagarden.net/upload/6/67/366MS6.png,clamperl,shell-armor,,rattled,3
367,//cdn2.bulbagarden.net/upload/4/4d/367MS6.png,huntail,swift-swim,,water-veil,3
368,//cdn2.bulbagarden.net/upload/1/11/368MS6.png,gorebyss,swift-swim,,hydration,3
369,//cdn2.bulbagarden.net/upload/4/4a/369MS8.png,relicanth,swift-swim,rock-head,sturdy,3
370,//cdn2.bulbagarden.net/upload/1/1b/370MS6.png,luvdisc,swift-swim,,hydration,3
371,//cdn2.bulbagarden.net/upload/a/a5/371MS8.png,bagon,rock-head,,sheer-force,3
372,//cdn2.bulbagarden.net/upload/3/3c/372MS8.png,shelgon,rock-head,,overcoat,3
373,//cdn2.bulbagarden.net/upload/3/30/373MS8.png,salamence,intimidate,,moxie,3
373,//cdn2.bulbagarden.net/upload/9/9c/373MMS6.png,salamence-mega-salamence,aerilate,,,6
374,//cdn2.bulbagarden.net/upload/6/6b/374MS8.png,beldum,clear-body,,light-metal,3
375,//cdn2.bulbagarden.net/upload/a/af/375MS8.png,metang,clear-body,,light-metal,3
376,//cdn2.bulbagarden.net/upload/4/48/376MS8.png,metagross,clear-body,,light-metal,3
376,//cdn2.bulbagarden.net/upload/2/2f/376MMS6.png,metagross-mega-metagross,tough-claws,,,6
377,//cdn2.bulbagarden.net/upload/8/86/377MS8.png,regirock,clear-body,,sturdy,3
378,//cdn2.bulbagarden.net/upload/e/ee/378MS8.png,regice,clear-body,,ice-body,3
379,//cdn2.bulbagarden.net/upload/1/16/379MS8.png,registeel,clear-body,,light-metal,3
380,//cdn2.bulbagarden.net/upload/b/ba/380MS8.png,latias,levitate,,,3
380,//cdn2.bulbagarden.net/upload/a/ae/380MMS6.png,latias-mega-latias,levitate,,,6
381,//cdn2.bulbagarden.net/upload/4/4c/381MS8.png,latios,levitate,,,3
381,//cdn2.bulbagarden.net/upload/1/1b/381MMS6.png,latios-mega-latios,levitate,,,6
382,//cdn2.bulbagarden.net/upload/a/a9/382MS8.png,kyogre,drizzle,,,3
382,//cdn2.bulbagarden.net/upload/3/31/382PMS6.png,kyogre-primal-kyogre,primordial-sea,,,3
383,//cdn2.bulbagarden.net/upload/c/cc/383MS8.png,groudon,drought,,,3
383,//cdn2.bulbagarden.net/upload/9/9f/383PMS6.png,groudon-primal-groudon,desolate-land,,,3
384,//cdn2.bulbagarden.net/upload/a/a4/384MS8.png,rayquaza,air-lock,,,3
384,//cdn2.bulbagarden.net/upload/4/4e/384MMS6.png,rayquaza-mega-rayquaza,delta-stream,,,6
385,//cdn2.bulbagarden.net/upload/4/41/385MS8.png,jirachi,serene-grace,,,3
386,//cdn2.bulbagarden.net/upload/6/6a/386MS6.png,deoxys-normal-forme,pressure,,,3
386,//cdn2.bulbagarden.net/upload/2/23/386AMS6.png,deoxys-attack-forme,pressure,,,3
386,//cdn2.bulbagarden.net/upload/6/63/386DMS6.png,deoxys-defense-forme,pressure,,,3
386,//cdn2.bulbagarden.net/upload/3/3f/386SMS6.png,deoxys-speed-forme,pressure,,,3
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
387,//cdn2.bulbagarden.net/upload/8/89/387MS6.png,turtwig,overgrow,,shell-armor,4
388,//cdn2.bulbagarden.net/upload/1/1b/388MS6.png,grotle,overgrow,,shell-armor,4
389,//cdn2.bulbagarden.net/upload/6/61/389MS6.png,torterra,overgrow,,shell-armor,4
390,//cdn2.bulbagarden.net/upload/3/3c/390MS6.png,chimchar,blaze,,iron-fist,4
391,//cdn2.bulbagarden.net/upload/b/bd/391MS6.png,monferno,blaze,,iron-fist,4
392,//cdn2.bulbagarden.net/upload/5/5f/392MS6.png,infernape,blaze,,iron-fist,4
393,//cdn2.bulbagarden.net/upload/3/30/393MS6.png,piplup,torrent,,defiant,4
394,//cdn2.bulbagarden.net/upload/7/71/394MS6.png,prinplup,torrent,,defiant,4
395,//cdn2.bulbagarden.net/upload/1/13/395MS6.png,empoleon,torrent,,defiant,4
396,//cdn2.bulbagarden.net/upload/7/72/396MS6.png,starly,keen-eye,,reckless,4
397,//cdn2.bulbagarden.net/upload/4/4e/397MS6.png,staravia,intimidate,,reckless,4
398,//cdn2.bulbagarden.net/upload/0/0e/398MS6.png,staraptor,intimidate,,reckless,4
399,//cdn2.bulbagarden.net/upload/9/9f/399MS6.png,bidoof,simple,unaware,moody,4
400,//cdn2.bulbagarden.net/upload/7/7d/400MS6.png,bibarel,simple,unaware,moody,4
401,//cdn2.bulbagarden.net/upload/1/1c/401MS6.png,kricketot,shed-skin,,run-away,4
402,//cdn2.bulbagarden.net/upload/7/75/402MS6.png,kricketune,swarm,,technician,4
403,//cdn2.bulbagarden.net/upload/e/e5/403MS8.png,shinx,rivalry,intimidate,guts,4
404,//cdn2.bulbagarden.net/upload/7/70/404MS8.png,luxio,rivalry,intimidate,guts,4
405,//cdn2.bulbagarden.net/upload/a/af/405MS8.png,luxray,rivalry,intimidate,guts,4
