Move ID,Name,Type,Category,Contest,PP,Power,Accuracy,Gen
559,fusion-bolt,electric,physical,cool,5,100,100%,v
560,flying-press,fighting,physical,tough,10,100,95%,vi
561,mat-block,fighting,status,cool,10,,,vi
562,belch,poison,special,tough,10,120,90%,vi
563,rototiller,ground,status,tough,10,,,vi
564,sticky-web,bug,status,tough,20,,,vi
565,fell-stinger,bug,physical,cool,25,50,100%,vi
566,phantom-force,ghost,physical,cool,10,90,100%,vi
567,trick-or-treat,ghost,status,cute,20,,100%,vi
568,noble-roar,normal,status,tough,30,,100%,vi
569,ion-deluge,electric,status,beautiful,25,,,vi
570,parabolic-charge,electric,special,clever,20,65,100%,vi
571,forests-curse,grass,status,clever,20,,100%,vi
572,petal-blizzard,grass,physical,beautiful,15,90,100%,vi
573,freeze-dry,ice,special,beautiful,20,70,100%,vi
574,disarming-voice,fairy,special,cute,15,40,,vi
575,parting-shot,dark,status,cool,20,,100%,vi
576,topsy-turvy,dark,status,clever,20,,,vi
577,draining-kiss,fairy,special,cute,10,50,100%,vi
578,crafty-shield,fairy,status,clever,10,,,vi
579,flower-shield,fairy,status,beautiful,10,,,vi
580,grassy-terrain,grass,status,beautiful,10,,,vi
581,misty-terrain,fairy,status,beautiful,10,,,vi
582,electrify,electric,status,clever,20,,,vi
583,play-rough,fairy,physical,cute,10,90,90%,vi
584,fairy-wind,fairy,special,beautiful,30,40,100%,vi
585,moonblast,fairy,special,beautiful,15,95,100%,vi
586,boomburst,normal,special,tough,10,140,100%,vi
587,fairy-lock,fairy,status,clever,10,,,vi
588,kings-shield,steel,status,cool,10,,,vi
589,play-nice,normal,status,cute,20,,,vi
590,confide,normal,status,cute,20,,,vi
591,diamond-storm,rock,physical,beautiful,5,100,95%,vi
592,steam-eruption,water,special,beautiful,5,110,95%,vi
593,hyperspace-hole,psychic,special,clever,5,80,,vi
594,water-shuriken,water,special,cool,20,15,100%,vi
595,mystical-fire,fire,special,beautiful,10,75,100%,vi
596,spiky-shield,grass,status,tough,10,,,vi
597,aromatic-mist,fairy,status,beautiful,20,,,vi
598,eerie-impulse,electric,status,clever,15,,100%,vi
599,venom-drench,poison,status,clever,20,,100%,vi
600,powder,bug,status,clever,20,,100%,vi
601,geomancy,fairy,status,beautiful,10,,,vi
602,magnetic-flux,electric,status,clever,20,,,vi
603,happy-hour,normal,status,cute,30,,,vi
604,electric-terrain,electric,status,clever,10,,,vi
605,dazzling-gleam,fairy,special,beautiful,10,80,100%,vi
606,celebrate,normal,status,cute,40,,,vi
607,hold-hands,normal,status,cute,40,,,vi
608,baby-doll-eyes,fairy,status,cute,30,,100%,vi
609,nuzzle,electric,physical,cute,20,20,100%,vi
610,hold-back,normal,physical,cool,40,40,100%,vi
611,infestation,bug,special,cute,20,20,100%,vi
612,power-up-punch,fighting,physical,tough,20,40,100%,vi
613,oblivion-wing,flying,special,cool,10,80,100%,vi
614,thousand-arrows,ground,physical,beautiful,10,90,100%,vi
615,thousand-waves,ground,physical,tough,10,90,100%,vi
616,lands-wrath,ground,physical,beautiful,10,90,100%,vi
617,light-of-ruin,fairy,special,beautiful,5,140,90%,vi
618,origin-pulse,water,special,beautiful,10,110,85%,vi
619,precipice-blades,ground,physical,cool,10,120,85%,vi
620,dragon-ascent,flying,physical,beautiful,5,120,100%,vi
621,hyperspace-fury,dark,physical,tough,5,100,,vi
622,breakneck-blitz,normal,physical,???,1,,,vii
623,breakneck-blitz,normal,special,???,1,,,vii
624,all-out-pummeling,fighting,physical,???,1,,,vii
625,all-out-pummeling,fighting,special,???,1,,,vii
626,supersonic-skystrike,flying,physical,???,1,,,vii
627,supersonic-skystrike,flying,special,???,1,,,vii
628,acid-downpour,poison,physical,???,1,,,vii
629,acid-downpour,poison,special,???,1,,,vii
630,tectonic-rage,ground,physical,???,1,,,vii
631,tectonic-rage,ground,special,???,1,,,vii
632,continental-crush,rock,physical,???,1,,,vii
633,continental-crush,rock,special,???,1,,,vii
634,savage-spin-out,bug,physical,???,1,,,vii
635,savage-spin-out,bug,special,???,1,,,vii
636,never-ending-nightmare,ghost,physical,???,1,,,vii
637,never-ending-nightmare,ghost,special,???,1,,,vii
638,corkscrew-crash,steel,physical,???,1,,,vii
639,corkscrew-crash,steel,special,???,1,,,vii
640,inferno-overdrive,fire,physical,???,1,,,vii
641,inferno-overdrive,fire,special,???,1,,,vii
642,hydro-vortex,water,physical,???,1,,,vii
643,hydro-vortex,water,special,???,1,,,vii
644,bloom-doom,grass,physical,???,1,,,vii
645,bloom-doom,grass,special,???,1,,,vii
646,gigavolt-havoc,electric,physical,???,1,,,vii
647,gigavolt-havoc,electric,special,???,1,,,vii
648,shattered-psyche,psychic,physical,???,1,,,vii
649,shattered-psyche,psychic,special,???,1,,,vii
650,subzero-slammer,ice,physical,???,1,,,vii
651,subzero-slammer,ice,special,???,1,,,vii
652,devastating-drake,dragon,physical,???,1,,,vii
653,devastating-drake,dragon,special,???,1,,,vii
654,black-hole-eclipse,dark,physical,???,1,,,vii
655,black-hole-eclipse,dark,special,???,1,,,vii
656,twinkle-tackle,fairy,physical,???,1,,,vii
657,twinkle-tackle,fairy,special,???,1,,,vii
658,catastropika,electric,physical,???,1,210,,vii
659,shore-up,ground,status,???,10,,,vii
660,first-impression,bug,physical,???,10,90,100%,vii
661,baneful-bunker,poison,status,???,10,,,vii
662,spirit-shackle,ghost,physical,???,10,80,100%,vii
663,darkest-lariat,dark,physical,???,10,85,100%,vii
664,sparkling-aria,water,special,???,10,90,100%,vii
665,ice-hammer,ice,physical,???,10,100,90%,vii
666,floral-healing,fairy,status,???,10,,,vii
667,high-horsepower,ground,physical,???,10,95,95%,vii
668,strength-sap,grass,status,???,10,,100%,vii
669,solar-blade,grass,physical,???,10,125,100%,vii
670,leafage,grass,physical,???,40,40,100%,vii
671,spotlight,normal,status,???,15,,,vii
672,toxic-thread,poison,status,???,20,,100%,vii
673,laser-focus,normal,status,???,30,,,vii
674,gear-up,steel,status,???,20,,,vii
675,throat-chop,dark,physical,???,15,80,100%,vii
676,pollen-puff,bug,special,???,15,90,100%,vii
677,anchor-shot,steel,physical,???,20,80,100%,vii
678,psychic-terrain,psychic,status,???,10,,,vii
679,lunge,bug,physical,???,15,80,100%,vii
680,fire-lash,fire,physical,???,15,80,100%,vii
681,power-trip,dark,physical,???,10,20,100%,vii
682,burn-up,fire,special,???,5,130,100%,vii
683,speed-swap,psychic,status,???,10,,,vii
684,smart-strike,steel,physical,???,10,70,,vii
685,purify,poison,status,???,20,,,vii
686,revelation-dance,normal,special,???,15,90,100%,vii
687,core-enforcer,dragon,special,???,10,100,100%,vii
688,trop-kick,grass,physical,???,15,70,100%,vii
689,instruct,psychic,status,???,15,,,vii
690,beak-blast,flying,physical,???,15,100,100%,vii
691,clanging-scales,dragon,special,???,5,110,100%,vii
692,dragon-hammer,dragon,physical,???,15,90,100%,vii
693,brutal-swing,dark,physical,???,20,60,100%,vii
694,aurora-veil,ice,status,???,20,,,vii
695,sinister-arrow-raid,ghost,physical,???,1,180,,vii
696,malicious-moonsault,dark,physical,???,1,180,,vii
697,oceanic-operetta,water,special,???,1,195,,vii
698,guardian-of-alola,fairy,special,???,1,,,vii
699,soul-stealing7-star-strike,ghost,physical,???,1,195,,vii
700,stoked-sparksurfer,electric,special,???,1,175,,vii
701,pulverizing-pancake,normal,physical,???,1,210,,vii
702,extreme-evoboost,normal,status,???,1,,,vii
703,genesis-supernova,psychic,special,???,1,185,,vii
704,shell-trap,fire,special,???,5,150,100%,vii
705,fleur-cannon,fairy,special,???,5,130,90%,vii
706,psychic-fangs,psychic,physical,???,10,85,100%,vii
707,stomping-tantrum,ground,physical,???,10,75,100%,vii
708,shadow-bone,ghost,physical,???,10,85,100%,vii
709,accelerock,rock,physical,???,20,40,100%,vii
710,liquidation,water,physical,???,10,85,100%,vii
711,prismatic-laser,psychic,special,???,10,160,100%,vii
712,spectral-thief,ghost,physical,???,10,90,100%,vii
713,sunsteel-strike,steel,physical,???,5,100,100%,vii
714,moongeist-beam,ghost,special,???,5,100,100%,vii
715,tearful-look,normal,status,???,20,,,vii
716,zing-zap,electric,physical,???,10,80,100%,vii
717,natures-madness,fairy,special,???,10,,90%,vii
718,multi-attack,normal,physical,???,10,120,100%,vii
719,10000000-volt-thunderbolt,electric,special,???,1,195,,vii
720,mind-blown,fire,special,???,5,150,100%,vii
721,plasma-fists,electric,physical,???,15,100,100%,vii
722,photon-geyser,psychic,special,???,5,100,100%,vii
723,light-that-burns-the-sky,psychic,special,???,1,200,,vii
724,searing-sunraze-smash,steel,physical,???,1,200,,vii
725,menacing-moonraze-maelstrom,ghost,special,???,1,200,,vii
726,lets-snuggle-forever,fairy,physical,???,1,190,,vii
727,splintered-stormshards,rock,physical,???,1,190,,vii
728,clangorous-soulblaze,dragon,special,???,1,185,,vii
729,zippy-zap,electric,physical,???,15,50,100%,vii
730,splishy-splash,water,special,???,15,90,100%,vii
731,floaty-fall,flying,physical,???,15,90,95%,vii
732,pika-papow,electric,special,???,20,,,vii
733,bouncy-bubble,water,special,???,15,90,100%,vii
734,buzzy-buzz,electric,special,???,15,90,100%,vii
735,sizzly-slide,fire,physical,???,15,90,100%,vii
736,glitzy-glow,psychic,special,???,15,90,100%,vii
737,baddy-bad,dark,special,???,15,90,100%,vii
738,sappy-seed,grass,physical,???,15,90,100%,vii
739,freezy-frost,ice,special,???,15,90,100%,vii
740,sparkly-swirl,fairy,special,???,15,90,100%,vii
741,veevee-volley,normal,physical,???,20,,,vii
742,double-iron-bash,steel,physical,???,5,60,100%,vii
743,max-guard,normal,status,???,10,,,viii
744,dynamax-cannon,dragon,special,???,5,100,100%,viii
745,snipe-shot,water,special,???,15,80,100%,viii
746,jaw-lock,dark,physical,???,10,80,100%,viii
747,stuff-cheeks,normal,status,???,10,,,viii
748,no-retreat,fighting,status,???,5,,,viii
749,tar-shot,rock,status,???,15,,100%,viii
750,magic-powder,psychic,status,???,20,,100%,viii
751,dragon-darts,dragon,physical,???,10,50,100%,viii
752,teatime,normal,status,???,10,,,viii
753,octolock,fighting,status,???,15,,100%,viii
754,bolt-beak,electric,physical,???,10,85,100%,viii
755,fishious-rend,water,physical,???,10,85,100%,viii
756,court-change,normal,status,???,10,,100%,viii
757,max-flare,fire,???,???,10,,,viii
758,max-flutterby,bug,???,???,10,,,viii
759,max-lightning,electric,???,???,10,,,viii
760,max-strike,normal,???,???,10,,,viii
761,max-knuckle,fighting,???,???,10,,,viii
762,max-phantasm,ghost,???,???,10,,,viii
763,max-hailstorm,ice,???,???,10,,,viii
764,max-ooze,poison,???,???,10,,,viii
765,max-geyser,water,???,???,10,,,viii
766,max-airstream,flying,???,???,10,,,viii
767,max-starfall,fairy,???,???,10,,,viii
768,max-wyrmwind,dragon,???,???,10,,,viii
769,max-mindstorm,psychic,???,???,10,,,viii
770,max-rockfall,rock,???,???,10,,,viii
771,max-quake,ground,???,???,10,,,viii
772,max-darkness,dark,???,???,10,,,viii
773,max-overgrowth,grass,???,???,10,,,viii
774,max-steelspike,steel,???,???,10,,,viii
775,clangorous-soul,dragon,status,???,5,,100%,viii
776,body-press,fighting,physical,???,10,80,100%,viii
777,decorate,fairy,status,???,15,,,viii
778,drum-beating,grass,physical,???,10,80,100%,viii
779,snap-trap,grass,physical,???,15,35,100%,viii
780,pyro-ball,fire,physical,???,5,120,90%,viii
781,behemoth-blade,steel,physical,???,5,100,100%,viii
782,behemoth-bash,steel,physical,???,5,100,100%,viii
783,aura-wheel,electric,physical,???,10,110,100%,viii
784,breaking-swipe,dragon,physical,???,15,60,100%,viii
785,branch-poke,grass,physical,???,40,40,100%,viii
786,overdrive,electric,special,???,10,80,100%,viii
787,apple-acid,grass,special,???,10,80,100%,viii
788,grav-apple,grass,physical,???,10,80,100%,viii
789,spirit-break,fairy,physical,???,15,75,100%,viii
790,strange-steam,fairy,special,???,10,90,95%,viii
791,life-dew,water,status,???,10,,,viii
792,obstruct,dark,status,???,10,,100%,viii
793,false-surrender,dark,physical,???,10,80,,viii
794,meteor-assault,fighting,physical,???,5,150,100%,viii
795,eternabeam,dragon,special,???,5,160,90%,viii
796,steel-beam,steel,special,???,5,140,95%,viii
797,expanding-force,psychic,special,???,10,80,100%,viii
798,steel-roller,steel,physical,???,5,130,100%,viii
799,scale-shot,dragon,physical,???,20,25,90%,viii
800,meteor-beam,rock,special,???,10,120,90%,viii
801,shell-side-arm,poison,special,???,10,90,100%,viii
802,misty-explosion,fairy,special,???,5,100,100%,viii
803,grassy-glide,grass,physical,???,20,70,100%,viii
804,rising-voltage,electric,special,???,20,70,100%,viii
805,terrain-pulse,normal,special,???,10,50,100%,viii
806,skitter-smack,bug,physical,???,10,70,90%,viii
807,burning-jealousy,fire,special,???,5,70,100%,viii
808,lash-out,dark,physical,???,5,75,100%,viii
809,poltergeist,ghost,physical,???,5,110,90%,viii
810,corrosive-gas,poison,status,???,40,,100%,viii
811,coaching,fighting,status,???,10,,,viii
812,flip-turn,water,physical,???,20,60,100%,viii
813,triple-axel,ice,physical,???,10,20,90%,viii
814,dual-wingbeat,flying,physical,???,10,40,90%,viii
815,scorching-sands,ground,special,???,10,70,100%,viii
816,jungle-healing,grass,status,???,10,,,viii
817,wicked-blow,dark,physical,???,5,80,100%,viii
818,surging-strikes,water,physical,???,5,25,100%,viii
819,thunder-cage,electric,special,???,15,80,90%,viii
820,dragon-energy,dragon,special,???,5,150,100%,viii
821,freezing-glare,psychic,special,???,10,90,100%,viii
822,fiery-wrath,dark,special,???,10,90,100%,viii
823,thunderous-kick,fighting,physical,???,10,90,100%,viii
824,glacial-lance,ice,physical,???,5,130,100%,viii
825,astral-barrage,ghost,special,???,5,120,100%,viii
826,eerie-spell,psychic,special,???,5,80,100%,viii
???,stone-axe,???,???,???,???,???,???,viii
828,g-max-wildfire,fire,--,--,--,--,--,VIII
829,g-max-befuddle,bug,--,--,--,--,--,VIII
830,g-max-volt-crash,electric,--,--,--,--,--,VIII
831,g-max-gold-rush,normal,--,--,--,--,--,VIII
832,g-max-chi-strike,fighting,--,--,--,--,--,VIII
833,g-max-terror,ghost,--,--,--,--,--,VIII
834,g-max-resonance,ice,--,--,--,--,--,VIII
835,g-max-cuddle,normal,--,--,--,--,--,VIII
836,g-max-replenish,normal,--,--,--,--,--,VIII
837,g-max-malodor,poison,--,--,--,--,--,VIII
838,g-max-stonesurge,water,--,--,--,--,--,VIII
839,g-max-wind-rage,flying,--,--,--,--,--,VIII
840,g-max-stun-shock,electric,--,--,--,--,--,VIII
841,g-max-finale,fairy,--,--,--,--,--,VIII
842,g-max-depletion,dragon,--,--,--,--,--,VIII
843,g-max-gravitas,psychic,--,--,--,--,--,VIII
844,g-max-volcalith,rock,--,--,--,--,--,VIII
845,g-max-sandblast,ground,--,--,--,--,--,VIII
846,g-max-snooze,dark,--,--,--,--,--,VIII
847,g-max-tartness,grass,--,--,--,--,--,VIII
848,g-max-sweetness,grass,--,--,--,--,--,VIII
849,g-max-smite,fairy,--,--,--,--,--,VIII
850,g-max-steelsurge,steel,--,--,--,--,--,VIII
851,g-max-meltdown,steel,--,--,--,--,--,VIII
852,g-max-foam-burst,water,--,--,--,--,--,VIII
853,g-max-centiferno,fire,--,--,--,--,--,VIII
854,g-max-vine-lash,grass,--,--,--,--,--,VIII
855,g-max-cannonade,water,--,--,--,--,--,VIII
856,g-max-drum-solo,grass,--,--,--,--,--,VIII
857,g-max-fireball,fire,--,--,--,--,--,VIII
858,g-max-hydrosnipe,water,--,--,--,--,--,VIII
859,g-max-one-blow,dark,--,--,--,--,--,VIII
860,g-max-rapid-flow,water,--,--,--,--,--,VIII
