Ability Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
ripen,8,Ripens Berries and doubles their effect.,,,,,,,,,,,,,,,,,,,,
rivalry,4,Raises Attack if the foe is of the same gender.,Deals more damage to a Pokémon of same gender.,Deals more damage to Pokémon of the same gender.,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",,,,,,,,,,,,,,,,,
rks_system,7,Changes the Pokémon's type to match the memory disc it holds.,,,,,,,,,,,,,,,,,,,,
rock_head,3,Prevents recoil damage.,Protects the Pokémon from recoil damage.,,,,,,,,,,,,,,,,,,,
rough_skin,3,Hurts to touch.,Inflicts damage to the foe on contact.,Inflicts damage to the attacker on contact.,This Pokémon inflicts damage with its rough skin to the attacker on contact.,,,,,,,,,,,,,,,,,
run_away,3,Makes escaping easier.,Enables sure getaway from wild Pokémon.,Enables a sure getaway from wild Pokémon.,,,,,,,,,,,,,,,,,,
sand_force,5,Boosts certain moves' power in a sandstorm.,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,,,,,,,,,,,,,,,,,
sand_rush,5,Boosts the Pokémon's Speed in a sandstorm.,Boosts the Pokémon's Speed stat in a sandstorm.,,,,,,,,,,,,,,,,,,,
sand_spit,8,The Pokémon creates a sandstorm when it's hit by an attack.,,,,,,,,,,,,,,,,,,,,
sand_stream,3,Summons a sandstorm.,The Pokémon summons a sandstorm in battle.,The Pokémon summons a sandstorm when it enters a battle.,,,,,,,,,,,,,,,,,,
sand_veil,3,Ups evasion in a sandstorm.,Boosts the Pokémon's evasion in a sandstorm.,Boosts the Pokémon's evasiveness in a sandstorm.,,,,,,,,,,,,,,,,,,
sap_sipper,5,Boosts Attack when hit by a Grass-type move.,Boosts the Attack stat when hit by a Grass-type move.,"Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.",Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,,,,,,,,,,,,,,,,,
schooling,7,"When it has a lot of HP, the Pokémon forms a powerful school. It stops schooling when its HP is low.",,,,,,,,,,,,,,,,,,,,
scrappy,4,Enables moves to hit Ghost-type foes.,Enables moves to hit Ghost-type Pokémon.,Makes Normal- and Fighting-type moves hit Ghost-type Pokémon.,The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.,,,,,,,,,,,,,,,,,
screen_cleaner,8,"When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.",,,,,,,,,,,,,,,,,,,,
serene_grace,3,Promotes added effects.,Boosts the likelihood of added effects appearing.,Boosts the likelihood of additional effects occurring.,Boosts the likelihood of additional effects occurring when attacking.,,,,,,,,,,,,,,,,,
shadow_shield,7,Reduces the amount of damage the Pokémon takes while its HP is full.,,,,,,,,,,,,,,,,,,,,
shadow_tag,3,Prevents the foe's escape.,Prevents the foe from escaping.,Prevents opposing Pokémon from escaping,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,,,,,,,,,,,,,,,,,
shed_skin,3,Heals the body by shedding.,The Pokémon may heal its own status problems.,The Pokémon may heal its own status conditions.,The Pokémon may heal its own status conditions by shedding its skin.,,,,,,,,,,,,,,,,,
sheer_force,5,Removes added effects to increase move damage.,Removes additional effects to increase move damage.,Removes additional effects to increase the power of moves when attacking.,,,,,,,,,,,,,,,,,,
shell_armor,3,Blocks critical hits.,The Pokémon is protected against critical hits.,Protects the Pokémon from critical hits.,A hard shell protects the Pokémon from critical hits.,,,,,,,,,,,,,,,,,
shield_dust,3,Prevents added effects.,Blocks the added effects of attacks taken.,Blocks the additional effects of attacks taken.,This Pokémon's dust blocks the additional effects of attacks taken.,,,,,,,,,,,,,,,,,
shields_down,7,"When its HP becomes half or less, the Pokémon's shell breaks and it becomes aggressive.",,,,,,,,,,,,,,,,,,,,
simple,4,The Pokémon is prone to wild stat changes.,The stat changes the Pokémon receives are doubled.,,,,,,,,,,,,,,,,,,,
skill_link,4,Increases the frequency of multi-strike moves.,Increases the number of times multi-strike moves hit.,Maximizes the number of times multi-strike moves hit.,Maximizes the number of times multistrike moves hit.,,,,,,,,,,,,,,,,,
slow_start,4,Temporarily halves Attack and Speed.,Temporarily halves the Pokémon's Attack and Speed stats.,"For five turns, the Pokémon's Attack and Speed stats are halved.",,,,,,,,,,,,,,,,,,
slush_rush,7,Boosts the Pokémon's Speed stat in a hailstorm.,,,,,,,,,,,,,,,,,,,,
sniper,4,Powers up moves if they become critical hits.,Powers up moves if they become critical hits when attacking.,,,,,,,,,,,,,,,,,,,
snow_cloak,4,Raises evasion in a hailstorm.,Boosts evasion in a hailstorm.,Boosts evasiveness in a hailstorm.,,,,,,,,,,,,,,,,,,
snow_warning,4,The Pokémon summons a hailstorm in battle.,The Pokémon summons a hailstorm when it enters a battle.,,,,,,,,,,,,,,,,,,,
solar_power,4,"Boosts Sp. Atk, but lowers HP in sunshine.","In sunshine, Sp. Atk is boosted but HP decreases.","Boosts the Sp. Atk stat in sunny weather, but HP decreases.","Boosts the Sp. Atk stat in sunny weather, but HP decreases every turn.SMBoosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.USUM","Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.",,,,,,,,,,,,,,,,
solid_rock,4,Powers down super-effective moves.DPPtReduces damage from supereffective attacks.HGSS,Reduces damage from supereffective attacks.,Reduces the power of supereffective attacks taken.,,,,,,,,,,,,,,,,,,
soul_heart,7,Boosts its Sp. Atk stat every time a Pokémon faints.,,,,,,,,,,,,,,,,,,,,
soundproof,3,Avoids sound-based moves.,Gives full immunity to all sound-based moves.,Soundproofing of the Pokémon itself gives full immunity to all sound-based moves.,Soundproofing gives the Pokémon full immunity to all sound-based moves.,,,,,,,,,,,,,,,,,
speed_boost,3,Gradually boosts Speed.,The Pokémon's Speed stat is gradually boosted.DPPtIts Speed stat is gradually boosted.HGSS,Its Speed stat is gradually boosted.,Its Speed stat is boosted every turn.,,,,,,,,,,,,,,,,,
stakeout,7,Doubles the damage dealt to the target's replacement if the target switches out.,,,,,,,,,,,,,,,,,,,,
stall,4,The Pokémon moves after even slower foes.,The Pokémon moves after all other Pokémon do.,,,,,,,,,,,,,,,,,,,
stalwart,8,Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.,,,,,,,,,,,,,,,,,,,,
stamina,7,Boosts the Defense stat when hit by an attack.,,,,,,,,,,,,,,,,,,,,
stance_change,6,The Pokémon changes form depending on how it battles.,"The Pokémon changes its form to Blade Forme when it uses an attack move, and changes to Shield Forme when it uses King's Shield.",The Pokémon changes its form to Blade Forme when it uses an attack move and changes to Shield Forme when it uses King's Shield.,,,,,,,,,,,,,,,,,,
static,3,Paralyzes on contact.,Contact with the Pokémon may cause paralysis.,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",,,,,,,,,,,,,,,,,,
steadfast,4,Raises Speed each time the Pokémon flinches.,Boosts the Speed stat each time the Pokémon flinches.,The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.,,,,,,,,,,,,,,,,,,
steam_engine,8,Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.,,,,,,,,,,,,,,,,,,,,
steelworker,7,Powers up Steel-type moves.,,,,,,,,,,,,,,,,,,,,
steely_spirit,8,Powers up ally Pokémon's Steel-type moves.,,,,,,,,,,,,,,,,,,,,
stench,3,Helps repel wild Pokémon.RSEFRLGRepels wild Pokémon.ColoXD,The stench helps keep wild Pokémon away.,The stench may cause the target to flinch.,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",,,,,,,,,,,,,,,,,
sticky_hold,3,Prevents item theft.,Protects the Pokémon from item theft.,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,,,,,,,,,,,,,,,,,,
storm_drain,4,The Pokémon draws in all Water-type moves.,Draws in all Water-type moves to up Sp. Attack.,Draws in all Water-type moves to boost its Sp. Atk stat.,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",,,,,,,,,,,,,,,,,
strong_jaw,6,The Pokémon's strong jaw gives it tremendous biting power.,The Pokémon's strong jaw boosts the power of its biting moves.,,,,,,,,,,,,,,,,,,,
sturdy,3,Negates 1-hit KO attacks.,The Pokémon is protected against 1-hit KO attacks.,It cannot be knocked out with one hit.,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",,,,,,,,,,,,,,,,,
suction_cups,3,Firmly anchors the body.,Negates moves that force switching out.DPPtNegates foes' moves that force switching out.HGSS,Negates all moves that force switching out.,Negates all moves and items that force switching out.,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.,,,,,,,,,,,,,,,,
super_luck,4,Heightens the critical-hit ratios of moves.,Boosts the critical-hit ratios of moves.,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,,,,,,,,,,,,,,,,,,
surge_surfer,7,Doubles the Pokémon's Speed stat on Electric Terrain.,,,,,,,,,,,,,,,,,,,,
swarm,3,Ups Bug moves in a pinch.,Powers up Bug-type moves in a pinch.,Powers up Bug-type moves when the Pokémon is in trouble.,Powers up Bug-type moves when the Pokémon's HP is low.,,,,,,,,,,,,,,,,,
sweet_veil,6,Prevents itself and ally Pokémon from falling asleep.,,,,,,,,,,,,,,,,,,,,
swift_swim,3,Raises Speed in rain.,Boosts the Pokémon's Speed in rain.,Boosts the Pokémon's Speed stat in rain.,,,,,,,,,,,,,,,,,,
symbiosis,6,The Pokémon can pass an item to an ally.,The Pokémon passes its item to an ally that has used up an item.,,,,,,,,,,,,,,,,,,,
synchronize,3,Passes on status problems.,"Passes on a burn, poison, or paralysis to the foe.DPPtPasses a burn, poison, or paralysis to the foe.HGSS","Passes a burn, poison, or paralysis to the foe.","Passes poison, paralyze, or burn to the Pokémon that inflicted it.","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",,,,,,,,,,,,,,,,
tangled_feet,4,Raises evasion if Pokémon is confused.,Raises evasion if the Pokémon is confused.,Raises evasiveness if the Pokémon is confused.,,,,,,,,,,,,,,,,,,
tangling_hair,7,Contact with the Pokémon lowers the attacker's Speed stat.,,,,,,,,,,,,,,,,,,,,
technician,4,Powers up the Pokémon's weaker moves.,,,,,,,,,,,,,,,,,,,,
telepathy,5,Anticipates an ally's attack and dodges it.,,,,,,,,,,,,,,,,,,,,
teravolt,5,Moves can be used regardless of Abilities.,Moves can be used on the target regardless of its Abilities.,,,,,,,,,,,,,,,,,,,
thick_fat,3,Heat-and-cold protection.,Raises resistance to Fire-type and Ice-type moves.DPPtUps resistance to Fire- and Ice-type moves.HGSS,Ups resistance to Fire- and Ice-type moves.,Boosts resistance to Fire- and Ice-type moves.,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.",,,,,,,,,,,,,,,,
tinted_lens,4,"Doubles the power of this Pokémon's ""not very effective"" attacks.","Powers up ""not very effective"" moves.","The Pokémon can use ""not very effective"" moves to deal regular damage.",,,,,,,,,,,,,,,,,,
torrent,3,Ups Water moves in a pinch.,Powers up Water-type moves in a pinch.,Powers up Water-type moves when the Pokémon is in trouble.,Powers up Water-type moves when the Pokémon's HP is low.,,,,,,,,,,,,,,,,,
tough_claws,6,Powers up moves that make direct contact.,,,,,,,,,,,,,,,,,,,,
toxic_boost,5,Powers up physical attacks when poisoned.,Powers up physical attacks when the Pokémon is poisoned.,,,,,,,,,,,,,,,,,,,
trace,3,Copies special ability.,The Pokémon copies the foe's ability.,The Pokémon copies a foe's Ability.,The Pokémon copies an opposing Pokémon's Ability.,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",,,,,,,,,,,,,,,,
transistor,8,Powers up Electric-type moves.,,,,,,,,,,,,,,,,,,,,
triage,7,Gives priority to a healing move.,,,,,,,,,,,,,,,,,,,,
truant,3,Moves only every two turns.,The Pokémon can't attack on consecutive turns.DPPtPokémon can't attack on consecutive turns.HGSS,Pokémon can't attack on consecutive turns.,The Pokémon can't attack on consecutive turns.,The Pokémon can't use a move the following turn if it uses one.,The Pokémon can't use a move if it had used a move on the previous turn.,,,,,,,,,,,,,,,
turboblaze,5,Moves can be used regardless of Abilities.,Moves can be used on the target regardless of its Abilities.,,,,,,,,,,,,,,,,,,,
unaware,4,Ignores any change in ability by the foe.,Ignores any stat changes in the Pokémon.,Ignores the opposing Pokémon's stat changes.,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",,,,,,,,,,,,,,,,,
unburden,4,Raises speed if a held item is used.,Raises Speed if a held item is used.,Boosts the Speed stat if its held item is used or lost.,Boosts the Speed stat if the Pokémon's held item is used or lost.,,,,,,,,,,,,,,,,,
unnerve,5,Makes the foe nervous and unable to eat Berries.,Unnerves opposing Pokémon and makes them unable to eat Berries.,,,,,,,,,,,,,,,,,,,
unseen_fist,8,"If the Pokémon uses moves that make direct contact, it can attack the target even if the target protects itself.",,,,,,,,,,,,,,,,,,,,
victory_star,5,Boosts the accuracy of its allies and itself.,,,,,,,,,,,,,,,,,,,,
vital_spirit,3,Prevents sleep.,Prevents the Pokémon from falling asleep.,"The Pokémon is full of vitality, and that prevents it from falling asleep.",,,,,,,,,,,,,,,,,,
volt_absorb,3,Turns electricity into HP.,Restores HP if hit by an Electric-type move.,"Restores HP if hit by an Electric-type move, instead of taking damage.",Restores HP if hit by an Electric-type move instead of taking damage.,,,,,,,,,,,,,,,,,
wandering_spirit,8,The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.,,,,,,,,,,,,,,,,,,,,
water_absorb,3,Changes water into HP.,Restores HP if hit by a Water-type move.,"Restores HP if hit by a Water-type move, instead of taking damage.",Restores HP if hit by a Water-type move instead of taking damage.,,,,,,,,,,,,,,,,,
water_bubble,7,Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.,,,,,,,,,,,,,,,,,,,,
water_compaction,7,Boosts the Pokémon's Defense stat sharply when hit by a Water-type move.,,,,,,,,,,,,,,,,,,,,
water_veil,3,Prevents burns.,Prevents the Pokémon from getting a burn.,"The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.",,,,,,,,,,,,,,,,,,
weak_armor,5,Physical attacks lower Defense and raise Speed.,Physical attacks lower its Defense stat and raise its Speed stat.,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,,,,,,,,,,,,,,,,,,
white_smoke,3,Prevents ability reduction.,Prevents the Pokémon's stats from being lowered.DPPtPrevents its stats from being lowered.HGSS,Prevents other Pokémon from lowering its stats.,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",,,,,,,,,,,,,,,,,
wimp_out,7,The Pokémon cowardly switches out when its HP becomes half or less.,,,,,,,,,,,,,,,,,,,,
wonder_guard,3,"""Super effective"" hits.RSEFRLGSupereffective hits.ColoXD",Only supereffective moves will hit.,Its mysterious power only lets supereffective moves hit the Pokémon.,,,,,,,,,,,,,,,,,,
wonder_skin,5,Makes status-changing moves more likely to miss.,Makes status moves more likely to miss.,,,,,,,,,,,,,,,,,,,
zen_mode,5,Changes the Pokémon's shape when HP is halved.,Changes the Pokémon's shape when HP is half or less.,,,,,,,,,,,,,,,,,,,
