Item Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
razor_fang,4,An item to be held by a Pokemon. It may cause the foe to flinch when the holder inflicts damage.,An item to be held by a Pokemon. It may make foes and allies flinch when the holder inflicts damage.,"An item to be held by a Pokemon. When the holder successfully inflicts damage, the target may also flinch.",,,,,,,,,,,,,,,,,,,,,
red_card,5,"A card with a mysterious power. When the holder is struck by a foe, the attacker is removed from battle.","An item to be held by a Pokemon. When the holder is hit by an attack, the attacker is removed from battle.",,,,,,,,,,,,,,,,,,,,,,
red_orb,3,"A red, glowing orb said to contain an ancient power.",An orb that glows red. It is said to contain an incredible power from ancient times.,A shiny red orb that is said to have a legend and has a deep connection with the Hoenn region.,A shiny red orb that is said to have a legend tied to it. It's known to have a deep connection with the Hoenn region.,,,,,,,,,,,,,,,,,,,,
ring_target,5,Moves that would otherwise have no effect will land on the Pokemon that holds it.,An item to be held by a Pokemon. Moves that normally have no effect will land on a Pokemon holding it.,,,,,,,,,,,,,,,,,,,,,,
rock_incense,4,An item to be held by a Pokemon. It is an exotic-smelling incense that boosts the power of Rock-type moves.,An item to be held by a Pokemon. This exotic-smelling incense boosts the power of Rock-type moves.,,,,,,,,,,,,,,,,,,,,,,
rock_memory,7,A memory disc that contains Rock-type data. It changes the type of the holder if held by a certain species of Pokemon.,,,,,,,,,,,,,,,,,,,,,,,
rocky_helmet,5,"If the holder of this item takes damage, the attacker will also be damaged upon contact.","An item to be held by a Pokemon. If the holder is hit, the attacker will also be damaged upon contact.",,,,,,,,,,,,,,,,,,,,,,
room_service,8,An item to be held by a Pokemon. Lowers Speed when Trick Room takes effect.,,,,,,,,,,,,,,,,,,,,,,,
rose_incense,4,An item to be held by a Pokemon. It is an exotic-smelling incense that boosts the power of Grass-type moves.,An item to be held by a Pokemon. This exotic-smelling incense boosts the power of Grass-type moves.,,,,,,,,,,,,,,,,,,,,,,
sablenite,6,"One of a variety of mysterious Mega Stones. Have Sableye hold it, and this stone will enable it to Mega Evolve during battle.",,,,,,,,,,,,,,,,,,,,,,,
safety_goggles,6,An item to be held by a Pokemon. These goggles protect the holder from both weather-related damage and powder.,,,,,,,,,,,,,,,,,,,,,,,
salamencite,6,"One of a variety of mysterious Mega Stones. Have Salamence hold it, and this stone will enable it to Mega Evolve during battle.",,,,,,,,,,,,,,,,,,,,,,,
sceptilite,6,"One of a variety of mysterious Mega Stones. Have Sceptile hold it, and this stone will enable it to Mega Evolve during battle.",,,,,,,,,,,,,,,,,,,,,,,
scizorite,6,"One variety of the mysterious Mega Stones. Have Scizor hold it, and this stone will enable it to Mega Evolve during battle.","One of a variety of mysterious Mega Stones. Have Scizor hold it, and this stone will enable it to Mega Evolve during battle.",,,,,,,,,,,,,,,,,,,,,,
scope_lens,2,Raises critical hit ratio. (HOLD),A hold item that raises the critical-hit rate.,A hold item that improves the critical-hit rate.,An item to be held by a Pokemon. A lens that boosts the critical-hit ratio of the holding Pokemon.,An item to be held by a Pokemon. It is a lens that boosts the holder's critical-hit ratio.,An item to be held by a Pokemon. It's a lens for scoping out weak points. It boosts the holder's critical-hit ratio.,,,,,,,,,,,,,,,,,,
sea_incense,3,A hold item that slightly boosts Water-type moves.,An item to be held by a Pokemon. It slightly boosts the power of Water-type moves.,An item to be held by a Pokemon. It is an incense with a curious aroma that boosts the power of Water-type moves.,An item to be held by a Pokemon. This incense has a curious aroma that boosts the power of Water-type moves.,,,,,,,,,,,,,,,,,,,,
sharpedonite,6,"One of a variety of mysterious Mega Stones. Have Sharpedo hold it, and this stone will enable it to Mega Evolve during battle.",,,,,,,,,,,,,,,,,,,,,,,
shed_shell,4,"A tough, discarded carapace to be held by a Pokemon. It enables the holder to switch with a waiting Pokemon in battle.",An item to be held by a Pokemon. This discarded carapace enables the holder to switch out of battle without fail.,,,,,,,,,,,,,,,,,,,,,,
shell_bell,3,A hold item that restores HP upon striking the foe.,An item to be held by a Pokemon. The holding Pokemon regains some HP upon striking the foe.,An item to be held by a Pokemon. The holder's HP is restored a little every time it inflicts damage.,An item to be held by a Pokemon. The holder regains a little HP every time it inflicts damage on others.,An item to be held by a Pokemon. The holder restores a little HP every time it inflicts damage on others.,,,,,,,,,,,,,,,,,,,
shock_drive,5,A cassette to be held by Genesect. It changes Techno Blast to an Electric-type move.,A cassette to be held by Genesect. It changes Genesect's Techno Blast move so it becomes Electric type.,,,,,,,,,,,,,,,,,,,,,,
slowbronite,6,"One of a variety of mysterious Mega Stones. Have Slowbro hold it, and this stone will enable it to Mega Evolve during battle.",One of a variety of mysterious Mega Stones. This stone will enable Slowbro to Mega Evolve during battle.,,,,,,,,,,,,,,,,,,,,,,
smooth_rock,4,A Pokemon hold item that extends the duration of the move Sandstorm used by the holder.,A Pokemon held item that extends the duration of the move Sandstorm used by the holder.,An item to be held by a Pokemon. It extends the duration of the move Sandstorm when used by the holder.,,,,,,,,,,,,,,,,,,,,,
snowball,6,An item to be held by a Pokemon. It boosts Attack if hit with an Ice-type attack. It can only be used once.,An item to be held by a Pokemon. It boosts Attack if the holder is hit with an Ice-type attack. It can only be used once.,,,,,,,,,,,,,,,,,,,,,,
steel_memory,7,A memory disc that contains Steel-type data. It changes the type of the holder if held by a certain species of Pokemon.,,,,,,,,,,,,,,,,,,,,,,,
steelixite,6,"One of a variety of mysterious Mega Stones. Have Steelix hold it, and this stone will enable it to Mega Evolve during battle.",,,,,,,,,,,,,,,,,,,,,,,
sticky_barb,4,A hold item that damages the holder on every turn. It may latch on to foes that touch the holder.,A held item that damages the holder on every turn. It may latch on to foes that touch the holder.,A held item that damages the holder on every turn. It may latch on to foes and allies that touch the holder.,An item to be held by a Pokemon. It damages the holder every turn and may latch on to Pokemon that touch the holder.,,,,,,,,,,,,,,,,,,,,
swampertite,6,"One of a variety of mysterious Mega Stones. Have Swampert hold it, and this stone will enable it to Mega Evolve during battle.",,,,,,,,,,,,,,,,,,,,,,,
terrain_extender,7,An item to be held by a Pokemon. It extends the duration of the terrain caused by the holder's move or Ability.,,,,,,,,,,,,,,,,,,,,,,,
throat_spray,8,Raises Sp. Atk when a Pokemon uses a sound-based move.,,,,,,,,,,,,,,,,,,,,,,,
toxic_orb,4,An item to be held by a Pokemon. It is a bizarre orb that badly poisons the holder in battle.,An item to be held by a Pokemon. It is a bizarre orb that will badly poison the holder during battle.,An item to be held by a Pokemon. It's a bizarre orb that will badly poison the holder during battle.,,,,,,,,,,,,,,,,,,,,,
tyranitarite,6,"One variety of the mysterious Mega Stones. Have Tyranitar hold it, and this stone will enable it to Mega Evolve during battle.","One of a variety of mysterious Mega Stones. Have Tyranitar hold it, and this stone will enable it to Mega Evolve during battle.",,,,,,,,,,,,,,,,,,,,,,
utility_umbrella,8,An item to be held by a Pokemon. This sturdy umbrella protects the holder from the effects of weather.,An item to be held by a Pokemon. This sturdy umbrella protects the holder from the effects of rain and harsh sunlight.,,,,,,,,,,,,,,,,,,,,,,
venusaurite,6,"One variety of the mysterious Mega Stones. Have Venusaur hold it, and this stone will enable it to Mega Evolve during battle.","One of a variety of mysterious Mega Stones. Have Venusaur hold it, and this stone will enable it to Mega Evolve during battle.",One of a variety of mysterious Mega Stones. This stone will enable Venusaur to Mega Evolve during battle.,,,,,,,,,,,,,,,,,,,,,
water_memory,7,A memory disc that contains Water-type data. It changes the type of the holder if held by a certain species of Pokemon.,,,,,,,,,,,,,,,,,,,,,,,
wave_incense,4,An item to be held by a Pokemon. It is an exotic-smelling incense that boosts the power of Water-type moves.,An item to be held by a Pokemon. It is incense with a curious aroma that boosts the power of Water-type moves.,An item to be held by a Pokemon. This exotic-smelling incense boosts the power of Water-type moves.,An item to be held by a Pokemon. This incense has a curious aroma that boosts the power of Water-type moves.,,,,,,,,,,,,,,,,,,,,
weakness_policy,6,An item to be held by a Pokemon. Attack and Sp. Atk sharply increase if the holder is hit with a move it's weak to.,,,,,,,,,,,,,,,,,,,,,,,
white_herb,3,A hold item that restores any lowered stat.,An item to be held by a Pokemon. It restores any lowered stat in battle. It can be used only once.,An item to be held by a Pokemon. It will restore any lowered stat in battle. It can be used only once.,,,,,,,,,,,,,,,,,,,,,
wide_lens,4,An item to be held by a Pokemon. It is a magnifying lens that slightly boosts the accuracy of moves.,An item to be held by a Pokemon. It's a magnifying lens that slightly boosts the accuracy of moves.,,,,,,,,,,,,,,,,,,,,,,
wise_glasses,4,An item to be held by a Pokemon. It is a thick pair of glasses that slightly boosts the power of special moves.,An item to be held by a Pokemon. This thick pair of glasses slightly boosts the power of special moves.,,,,,,,,,,,,,,,,,,,,,,
zoom_lens,4,"An item to be held by a Pokemon. If the holder moves after the foe, its critical-hit ratio will be boosted.","An item to be held by a Pokemon. If the holder moves after the foe, its accuracy will be boosted.","An item to be held by a Pokemon. If the holder moves after its target, its accuracy will be boosted.","An item to be held by a Pokemon. If the holder moves after its target moves, its accuracy will be boosted.",,,,,,,,,,,,,,,,,,,,
deep_sea_scale,3,A hold item that raises the Sp. Def of Clamperl.,An item to be held by a Pokemon. A scale that shines a faint pink. It raises the Sp. Def stat.,"An item to be held by Clamperl. A scale that shines a faint pink, it raises the Sp. Def stat.",An item to be held by Clamperl. This scale shines with a faint pink and raises the holder's Sp. Def stat.,,,,,,,,,,,,,,,,,,,,
deep_sea_tooth,3,A hold item that raises the Sp. Atk of Clamperl.,An item to be held by a Pokemon. A fang that gleams a sharp silver. It raises the Sp. Atk stat.,"An item to be held by Clamperl. A fang that gleams a sharp silver, it raises the Sp. Atk stat.",An item to be held by Clamperl. This fang gleams a sharp silver and raises the holder's Sp. Atk stat.,,,,,,,,,,,,,,,,,,,,
eviolite,5,"A mysterious evolutionary lump. When held, it raises the Defense and Sp. Def of a Pokemon that can still evolve.","A mysterious Evolutionary lump. When held by a Pokemon that can still evolve, it raises both Defense and Sp. Def.","A mysterious evolutionary lump. When held by a Pokemon that can still evolve, it raises both Defense and Sp. Def.",,,,,,,,,,,,,,,,,,,,,
leek,2,An ordinary stick. Sell low.,A stick of leek. It can be sold cheaply.,A hold item that raises Farfetch'd's critical-hit ratio.,A stick of leek to be held by a Farfetch'd. It raises Farfetch'd's critical-hit ratio.,An item to be held by Farfetch'd. It is a very long and stiff stalk of leek that boosts the critical-hit ratio.,An item to be held by Farfetch'd. This very long and stiff stalk of leek boosts its critical-hit ratio.,,,,,,,,,,,,,,,,,,
light_ball,2,"An odd, electrical orb. (HOLD)",A hold item that raises the Sp. Atk of Pikachu.,An orb to be held by a Pikachu that raises the Sp. Atk stat. Touching it may cause a shock.,An item to be held by Pikachu. It is a puzzling orb that raises the Sp. Atk stat.,An item to be held by Pikachu. It is a puzzling orb that raises the Attack and Sp. Atk stat.,An item to be held by Pikachu. It's a puzzling orb that boosts its Attack and Sp. Atk stats.,,,,,,,,,,,,,,,,,,
lucky_punch,2,Ups critical hit ratio of Chansey.,A hold item that raises Chansey's critical-hit rate.,A glove to be held by a Chansey. It raises Chansey's critical-hit ratio.,An item to be held by Chansey. It is a pair of gloves that boosts Chansey's critical-hit ratio.,An item to be held by Chansey. This pair of lucky boxing gloves will boost Chansey's critical-hit ratio.,,,,,,,,,,,,,,,,,,,
metal_powder,2,Raises Defense of Ditto. (HOLD),A hold item that raises Defense.,A hold item that raises Ditto's Defense.,"A fine, hard powder to be held by a Ditto. It raises Ditto's Defense stat.","An item to be held by Ditto. Extremely fine yet hard, this odd powder boosts the Defense stat.",,,,,,,,,,,,,,,,,,,
quick_powder,4,"An item to be held by Ditto. Extremely fine yet hard, this odd powder boosts the Speed stat.",,,,,,,,,,,,,,,,,,,,,,,
thick_club,2,A bone of some sort. Sell low.,A bone of some sort. It can be sold cheaply.,A hold item that raises Cubone or Marowak's Attack.,A hard bone of some sort to be held by a Cubone or Marowak. It raises the Attack stat.,A hold item that raises Marowak or Cubone's Attack.,An item to be held by Cubone or Marowak. It is a hard bone of some sort that boosts the Attack stat.,An item to be held by Cubone or Marowak. It's a hard bone of some sort that boosts the Attack stat.,,,,,,,,,,,,,,,,,
adamant_orb,4,A brightly gleaming orb to be held by Dialga. It boosts the power of Dragon- and Steel-type moves.,A brightly gleaming orb to be held by Dialga. It boosts the power of Dragon- and Steel-type moves when it is held.,,,,,,,,,,,,,,,,,,,,,,
black_belt,2,Boosts fighting-type moves. (HOLD),A hold item that boosts Fighting-type moves.,An item to be held by a Pokemon. A belt that boosts determination and Fighting-type moves.,An item to be held by a Pokemon. It is a belt that boosts determination and Fighting-type moves.,An item to be held by a Pokemon. This belt helps the wearer to focus and boosts the power of Fighting-type moves.,,,,,,,,,,,,,,,,,,,
black_glasses,2,Powers up dark-type moves. (HOLD),A hold item that raises the power of Dark-type moves.,An item to be held by a Pokemon. A shady-looking pair of glasses that boosts Dark-type moves.,An item to be held by a Pokemon. It is a shady-looking pair of glasses that boosts Dark-type moves.,An item to be held by a Pokemon. A pair of shady-looking glasses that boost the power of Dark-type moves.,An item to be held by a Pokemon. It's a pair of shady-looking glasses that boost the power of Dark-type moves.,,,,,,,,,,,,,,,,,,
bug_gem,5,"A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move only once.","A gem with an insect-like essence. When held, it strengthens the power of a Bug-type move one time.",,,,,,,,,,,,,,,,,,,,,,
charcoal,2,Powers up fire-type moves. (HOLD),A hold item that raises the power of Fire-type moves.,An item to be held by a Pokemon. A combustible fuel that boosts the power of Fire-type moves.,An item to be held by a Pokemon. It is a combustible fuel that boosts the power of Fire-type moves.,An item to be held by a Pokemon. It's a combustible fuel that boosts the power of Fire-type moves.,,,,,,,,,,,,,,,,,,,
dark_gem,5,"A gem with an essence of darkness. When held, it strengthens the power of a Dark-type move only once.","A gem with an essence of darkness. When held, it strengthens the power of a Dark-type move one time.",,,,,,,,,,,,,,,,,,,,,,
draco_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Dragon-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Dragon-type moves.,,,,,,,,,,,,,,,,,,,,,,
dragon_fang,2,Powers up dragon-type moves. (HOLD),A hold item that raises the power of Dragon-type moves.,An item to be held by a Pokemon. A hard and sharp fang that boosts the power of Dragon-type moves.,An item to be held by a Pokemon. It is a hard and sharp fang that ups the power of Dragon-type moves.,An item to be held by a Pokemon. This hard and sharp fang boosts the power of Dragon-type moves.,,,,,,,,,,,,,,,,,,,
dragon_gem,5,"A gem with a draconic essence. When held, it strengthens the power of a Dragon-type move only once.","A gem with a draconic essence. When held, it strengthens the power of a Dragon-type move one time.",,,,,,,,,,,,,,,,,,,,,,
dragon_scale,2,A rare dragon-type item.,A strange scale held by Dragon-type Pokemon.,A thick and tough scale. A Dragon-type Pokemon may be holding it.,A thick and tough scale. Dragon-type Pokemon may be holding this item when caught.,A very tough and inflexible scale. Dragon-type Pokemon may be holding this item when caught.,,,,,,,,,,,,,,,,,,,
dread_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Dark-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Dark-type moves.,,,,,,,,,,,,,,,,,,,,,,
earth_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Ground-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Ground-type moves.,,,,,,,,,,,,,,,,,,,,,,
electric_gem,5,"A gem with an essence of electricity. When held, it strengthens the power of an Electric-type move only once.","A gem with an essence of electricity. When held, it strengthens the power of an Electric-type move one time.",,,,,,,,,,,,,,,,,,,,,,
fairy_gem,6,"A gem with an essence of the fey. When held, it strengthens the power of a Fairy-type move one time.",,,,,,,,,,,,,,,,,,,,,,,
fighting_gem,5,"A gem with an essence of combat. When held, it strengthens the power of a Fighting-type move only once.","A gem with an essence of combat. When held, it strengthens the power of a Fighting-type move one time.",,,,,,,,,,,,,,,,,,,,,,
fire_gem,5,"A gem with an essence of fire. When held, it strengthens the power of a Fire-type move only once.","A gem with an essence of fire. When held, it strengthens the power of a Fire-type move one time.",,,,,,,,,,,,,,,,,,,,,,
fist_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Fighting-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Fighting-type moves.,,,,,,,,,,,,,,,,,,,,,,
flame_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Fire-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Fire-type moves.,,,,,,,,,,,,,,,,,,,,,,
flying_gem,5,"A gem with an essence of air. When held, it strengthens the power of a Flying-type move only once.","A gem with an essence of air. When held, it strengthens the power of a Flying-type move one time.",,,,,,,,,,,,,,,,,,,,,,
ghost_gem,5,"A gem with a spectral essence. When held, it strengthens the power of a Ghost-type move only once.","A gem with a spectral essence. When held, it strengthens the power of a Ghost-type move one time.",,,,,,,,,,,,,,,,,,,,,,
grass_gem,5,"A gem with an essence of nature. When held, it strengthens the power of a Grass-type move only once.","A gem with an essence of nature. When held, it strengthens the power of a Grass-type move one time.",,,,,,,,,,,,,,,,,,,,,,
griseous_orb,4,A glowing orb to be held by Giratina. It boosts the power of Dragon- and Ghost-type moves.,A glowing orb to be held by Giratina. It boosts the power of Dragon- and Ghost-type moves when it is held.,,,,,,,,,,,,,,,,,,,,,,
ground_gem,5,"A gem with an essence of land. When held, it strengthens the power of a Ground-type move only once.","A gem with an essence of land. When held, it strengthens the power of a Ground-type move one time.",,,,,,,,,,,,,,,,,,,,,,
hard_stone,2,Powers up rock-type moves. (HOLD),A hold item that raises the power of Rock-type moves.,An item to be held by a Pokemon. An unbreakable stone that boosts the power of Rock-type moves.,An item to be held by a Pokemon. It is an unbreakable stone that ups the power of Rock-type moves.,An item to be held by a Pokemon. It is a durable stone that boosts the power of Rock-type moves.,An item to be held by a Pokemon. It's a durable stone that boosts the power of Rock-type moves.,,,,,,,,,,,,,,,,,,
ice_gem,5,"A gem with an essence of ice. When held, it strengthens the power of a Ice-type move only once.","A gem with an essence of ice. When held, it strengthens the power of a Ice-type move one time.",,,,,,,,,,,,,,,,,,,,,,
icicle_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Ice-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Ice-type moves.,,,,,,,,,,,,,,,,,,,,,,
insect_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Bug-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Bug-type moves.,,,,,,,,,,,,,,,,,,,,,,
iron_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Steel-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Steel-type moves.,,,,,,,,,,,,,,,,,,,,,,
lustrous_orb,4,A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves.,A beautifully glowing orb to be held by Palkia. It boosts the power of Dragon- and Water-type moves when it is held.,,,,,,,,,,,,,,,,,,,,,,
magnet,2,Boosts electric-type moves. (HOLD),A hold item that boosts Electric-type moves.,An item to be held by a Pokemon. A powerful magnet that boosts the power of Electric-type moves.,An item to be held by a Pokemon. It is a powerful magnet that boosts the power of Electric-type moves.,An item to be held by a Pokemon. It's a powerful magnet that boosts the power of Electric-type moves.,,,,,,,,,,,,,,,,,,,
meadow_plate,4,An item to be held by a Pokemon. It is a stone tablet the boosts the power of Grass-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Grass-type moves.,,,,,,,,,,,,,,,,,,,,,,
metal_coat,2,Powers up steel-type moves. (HOLD),A hold item that raises the power of Steel-type moves.,An item to be held by a Pokemon. A special metallic film that boosts the power of Steel-type moves.,An item to be held by a Pokemon. It is a special metallic film that ups the power of Steel-type moves.,An item to be held by a Pokemon. It is a special metallic film that can boost the power of Steel-type moves.,An item to be held by a Pokemon. It's a special metallic film that can boost the power of Steel-type moves.,,,,,,,,,,,,,,,,,,
mind_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Psychic-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Psychic-type moves.,,,,,,,,,,,,,,,,,,,,,,
miracle_seed,2,Powers up grass-type moves. (HOLD),A hold item that raises the power of Grass-type moves.,An item to be held by a Pokemon. A seed imbued with life that boosts the power of Grass-type moves.,An item to be held by a Pokemon. It is a seed imbued with life that ups the power of Grass-type moves.,An item to be held by a Pokemon. It is a seed imbued with life force that boosts the power of Grass-type moves.,An item to be held by a Pokemon. It's a seed imbued with life force that boosts the power of Grass-type moves.,An item to be held by a Pokemon. It's a seed imbued with life-force that boosts the power of Grass-type moves.,,,,,,,,,,,,,,,,,
mystic_water,2,Powers up water-type moves. (HOLD),A hold item that raises the power of Water-type moves.,An item to be held by a Pokemon. A teardrop-shaped gem that boosts the power of Water-type moves.,An item to be held by a Pokemon. It is a teardrop-shaped gem that ups the power of Water-type moves.,An item to be held by a Pokemon. This teardrop-shaped gem boosts the power of Water-type moves.,,,,,,,,,,,,,,,,,,,
never_melt_ice,2,Powers up ice-type moves.,A hold item that raises the power of Ice-type moves.,An item to be held by a Pokemon. A piece of ice that repels heat and boosts Ice-type moves.,An item to be held by a Pokemon. It is a piece of ice that repels heat and boosts Ice-type moves.,An item to be held by a Pokemon. It's a piece of ice that repels heat effects and boosts Ice-type moves.,An item to be held by a Pokemon. It's a heat-repelling piece of ice that boosts the power of Ice-type moves.,,,,,,,,,,,,,,,,,,
normal_gem,5,"A gem with an ordinary essence. When held, it strengthens the power of a Normal-type move only once.","A gem with an ordinary essence. When held, it strengthens the power of a Normal-type move one time.",,,,,,,,,,,,,,,,,,,,,,
pink_bow,2,Powers up normal-type moves. (HOLD),,,,,,,,,,,,,,,,,,,,,,,
pixie_plate,6,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Fairy-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Fairy-type moves.,,,,,,,,,,,,,,,,,,,,,,
poison_barb,2,Powers up poison-type moves. (HOLD),A hold item that raises the power of Poison-type moves.,"An item to be held by a Pokemon. A small, poisonous barb that boosts the power of Poison-type moves.","An item to be held by a Pokemon. It is a small, poisonous barb that ups the power of Poison-type moves.","An item to be held by a Pokemon. This small, poisonous barb boosts the power of Poison-type moves.",,,,,,,,,,,,,,,,,,,
poison_gem,5,"A gem with an essence of poison. When held, it strengthens the power of a Poison-type move only once.","A gem with an essence of poison. When held, it strengthens the power of a Poison-type move one time.",,,,,,,,,,,,,,,,,,,,,,
polkadot_bow,2,Powers up normal-type moves. (HOLD),,,,,,,,,,,,,,,,,,,,,,,
psychic_gem,5,"A gem with an essence of the mind. When held, it strengthens the power of a Psychic-type move only once.","A gem with an essence of the mind. When held, it strengthens the power of a Psychic-type move one time.",,,,,,,,,,,,,,,,,,,,,,
rock_gem,5,"A gem with an essence of rock. When held, it strengthens the power of a Rock-type move only once.","A gem with an essence of rock. When held, it strengthens the power of a Rock-type move one time.",,,,,,,,,,,,,,,,,,,,,,
sharp_beak,2,Powers up flying-type moves. (HOLD),A hold item that raises the power of Flying-type moves.,"An item to be held by a Pokemon. A long, sharp beak that boosts the power of Flying-type moves.","An item to be held by a Pokemon. It is a long, sharp beak that boosts the power of Flying-type moves.","An item to be held by a Pokemon. It's a long, sharp beak that boosts the power of Flying-type moves.",,,,,,,,,,,,,,,,,,,
silk_scarf,3,A hold item that raises the power of Normal-type moves.,An item to be held by a Pokemon. A sumptuous scarf that boosts the power of Normal-type moves.,An item to be held by a Pokemon. It is a sumptuous scarf that boosts the power of Normal-type moves.,An item to be held by a Pokemon. It's a sumptuous scarf that boosts the power of Normal-type moves.,,,,,,,,,,,,,,,,,,,,
silver_powder,2,Powers up bug-type moves. (HOLD),A hold item that raises the power of Bug-type moves.,An item to be held by a Pokemon. A shiny silver powder that boosts the power of Bug-type moves.,"An item to be held by a Pokemon. It is a shiny, silver powder that ups the power of Bug-type moves.","An item to be held by a Pokemon. It is a shiny, silver powder that will boost the power of Bug-type moves.","An item to be held by a Pokemon. It's a shiny, silver powder that will boost the power of Bug-type moves.",An item to be held by a Pokemon. It's a shiny silver powder that will boost the power of Bug-type moves.,,,,,,,,,,,,,,,,,
sky_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Flying-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Flying-type moves.,,,,,,,,,,,,,,,,,,,,,,
soft_sand,2,Powers up ground-type moves. (HOLD),A hold item that raises the power of Ground-type moves.,"An item to be held by a Pokemon. A loose, silky sand that boosts the power of Ground-type moves.","An item to be held by a Pokemon. It is a loose, silky sand that boosts the power of Ground-type moves.","An item to be held by a Pokemon. It's a loose, silky sand that boosts the power of Ground-type moves.",,,,,,,,,,,,,,,,,,,
soul_dew,3,Hold item: Raises Sp. Atk & Sp. Def of Latios & Latias.,An orb to be held by a Latios or Latias. It raises the Sp. Atk and Sp. Def stats.,Hold item: raises Sp. Atk & Sp. Def of Latios & Latias.,A wondrous orb to be held by Latios or Latias. It raises both the Sp. Atk and Sp. Def stats.,A wondrous orb to be held by either Latios or Latias. It raises both the Sp. Atk and Sp. Def stats.,A wondrous orb to be held by either Latios or Latias. It raises the power of Psychic- and Dragon-type moves.,,,,,,,,,,,,,,,,,,
spell_tag,2,Powers up ghost-type moves. (HOLD),A hold item that raises the power of Ghost-type moves.,"An item to be held by a Pokemon. A sinister, eerie tag that boosts Ghost-type moves.","An item to be held by a Pokemon. It is a sinister, eerie tag that boosts the power of Ghost-type moves.","An item to be held by a Pokemon. It's a sinister, eerie tag that boosts the power of Ghost-type moves.",,,,,,,,,,,,,,,,,,,
splash_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Water-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Water-type moves.,,,,,,,,,,,,,,,,,,,,,,
spooky_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Ghost-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Ghost-type moves.,,,,,,,,,,,,,,,,,,,,,,
steel_gem,5,"A gem with an essence of steel. When held, it strengthens the power of a Steel-type move only once.","A gem with an essence of steel. When held, it strengthens the power of a Steel-type move one time.",,,,,,,,,,,,,,,,,,,,,,
stone_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Rock-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Rock-type moves.,,,,,,,,,,,,,,,,,,,,,,
toxic_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Poison-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Poison-type moves.,,,,,,,,,,,,,,,,,,,,,,
twisted_spoon,2,Powers up psychic-type moves. (HOLD),A hold item that boosts Psychic-type moves.,An item to be held by a Pokemon. A spoon imbued with telekinetic power boosts Psychic-type moves.,An item to be held by a Pokemon. It is a spoon imbued with telekinetic power that boosts Psychic-type moves.,An item to be held by a Pokemon. This spoon is imbued with telekinetic power and boosts Psychic-type moves.,,,,,,,,,,,,,,,,,,,
water_gem,5,"A gem with an essence of water. When held, it strengthens the power of a Water-type move only once.","A gem with an essence of water. When held, it strengthens the power of a Water-type move one time.",,,,,,,,,,,,,,,,,,,,,,
zap_plate,4,An item to be held by a Pokemon. It is a stone tablet that boosts the power of Electric-type moves.,An item to be held by a Pokemon. It's a stone tablet that boosts the power of Electric-type moves.,,,,,,,,,,,,,,,,,,,,,,
aloraichium_z,7,It converts Z-Power into crystals that upgrade Alolan Raichu's Thunderbolt to an exclusive Z-Move.,,,,,,,,,,,,,,,,,,,,,,,
buginium_z,7,It converts Z-Power into crystals that upgrade Bug-type moves to Bug-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
darkinium_z,7,It converts Z-Power into crystals that upgrade Dark-type moves to Dark-type Z-Moves.,,,,,,,,,,,,,,,,,,,,,,,
