Item Name,Item Type,Description,Sprite URL
steel_gem,gem_steel,"A gem with an essence of steel. When held, it strengthens the power of a Steel-type move one time.",/itemdex/sprites/steelgem.png
steel_memory,memory_steel,A memory disc that contains Steel-type data. It changes the type of the holder if held by a certain species of Pokémon.,/itemdex/sprites/steelmemory.png
steelium_z,z_crystal_steel,It converts Z-Power into crystals that upgrade Steel-type moves to Steel-type Z-Moves.,/itemdex/sprites/steeliumz.png
sticky_barb,other,An item to be held by a Pokémon. It damages the holder every turn and may latch on to Pokémon that touch the holder.,/itemdex/sprites/stickybarb.png
stone_plate,plate_rock,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Rock-type moves.,/itemdex/sprites/stoneplate.png
strawberry_sweet,other,"A strawberry-shaped sweet. When a Milcery holds this, it will spin around happily.",/itemdex/sprites/strawberrysweet.png
tapunium_z,z_crystal_exclusive,It converts Z-Power into crystals that upgrade the tapu's Nature's Madness to an exclusive Z-Move.,/itemdex/sprites/tapuniumz.png
terrain_extender,extender,An item to be held by a Pokémon. It extends the duration of the terrain caused by the holder's move or Ability.,/itemdex/sprites/terrainextender.png
thick_club,other,An item to be held by Cubone or Marowak. It's a hard bone of some sort that boosts the Attack stat.,/itemdex/sprites/thickclub.png
throat_spray,boost_stat_sp_atk,Raises Sp. Atk when a Pokémon uses a sound-based move.,/itemdex/sprites/throatspray.png
toxic_orb,status_orb,An item to be held by a Pokémon. It's a bizarre orb that will badly poison the holder during battle.,/itemdex/sprites/toxicorb.png
toxic_plate,plate_poison,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Poison-type moves.,/itemdex/sprites/toxicplate.png
twisted_spoon,boost_type_psychic,An item to be held by a Pokémon. This spoon is imbued with telekinetic power and boosts Psychic-type moves.,/itemdex/sprites/twistedspoon.png
ultranecrozium_z,other,It's a crystal that turns Necrozma fused with Solgaleo or Lunala into a new form.,/itemdex/sprites/ultranecroziumz.png
utility_umbrella,other,An item to be held by a Pokémon. This sturdy umbrella protects the holder from the effects of weather.,/itemdex/sprites/utilityumbrella.png
water_gem,gem_water,"A gem with an essence of water. When held, it strengthens the power of a Water-type move one time.",/itemdex/sprites/watergem.png
water_memory,memory_water,A memory disc that contains Water-type data. It changes the type of the holder if held by a certain species of Pokémon.,/itemdex/sprites/watermemory.png
waterium_z,z_crystal_water,It converts Z-Power into crystals that upgrade Water-type moves to Water-type Z-Moves.,/itemdex/sprites/wateriumz.png
wave_incense,incense,An item to be held by a Pokémon. This incense has a curious aroma that boosts the power of Water-type moves.,/itemdex/sprites/waveincense.png
weakness_policy,boost_stat_two_stages,An item to be held by a Pokémon. Attack and Sp. Atk sharply increase if the holder is hit with a move it's weak to.,/itemdex/sprites/weaknesspolicy.png
white_herb,other,An item to be held by a Pokémon. It will restore any lowered stat in battle. It can be used only once.,/itemdex/sprites/whiteherb.png
wide_lens,other,An item to be held by a Pokémon. It's a magnifying lens that slightly boosts the accuracy of moves.,/itemdex/sprites/widelens.png
wise_glasses,other,An item to be held by a Pokémon. This thick pair of glasses slightly boosts the power of special moves.,/itemdex/sprites/wiseglasses.png
yellow_scarf,contest_item,"An item to be held by a Pokémon. During a contest, it raises the Tough aspect of the Pokémon holding it.",/itemdex/sprites/yellowscarf.png
zap_plate,plate_electric,An item to be held by a Pokémon. It's a stone tablet that boosts the power of Electric-type moves.,/itemdex/sprites/zapplate.png
zoom_lens,other,"An item to be held by a Pokémon. If the holder moves after its target moves, its accuracy will be boosted.",/itemdex/sprites/zoomlens.png
aguav_berry,berry,"If held by a Pokémon, it restores the user's HP in a pinch, but it will cause confusion if the user hates the taste.",/itemdex/sprites/aguavberry.png
apicot_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its Sp. Def stat will increase when it's in a pinch.",/itemdex/sprites/apicotberry.png
aspear_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from being frozen on its own in battle.",/itemdex/sprites/aspearberry.png
babiri_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Steel-type attack.",/itemdex/sprites/babiriberry.png
belue_berry,berry,"Used to make Pokéblocks that will enhance your Beauty, this Berry is rare in other regions.",/itemdex/sprites/belueberry.png
bluk_berry,berry,Used to make Pokéblocks that will enhance your Beauty. Its blue flesh is dry when eaten.,/itemdex/sprites/blukberry.png
charti_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Rock-type attack.",/itemdex/sprites/chartiberry.png
cheri_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from paralysis on its own in battle.",/itemdex/sprites/cheriberry.png
chesto_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from sleep on its own in battle.",/itemdex/sprites/chestoberry.png
chilan_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one Normal-type attack.",/itemdex/sprites/chilanberry.png
chople_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fighting-type attack.",/itemdex/sprites/chopleberry.png
coba_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Flying-type attack.",/itemdex/sprites/cobaberry.png
colbur_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Dark-type attack.",/itemdex/sprites/colburberry.png
cornn_berry,berry,"Used to make Pokéblocks that will enhance your Beauty, this Berry is rare in other regions.",/itemdex/sprites/cornnberry.png
custap_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it will be able to move first just once when it's in a pinch.",/itemdex/sprites/custapberry.png
durin_berry,berry,"Used to make Pokéblocks that will enhance your Cleverness, this Berry is rare in other regions.",/itemdex/sprites/durinberry.png
enigma_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, being hit by a supereffective attack will restore its HP.",/itemdex/sprites/enigmaberry.png
figy_berry,berry,"If held by a Pokémon, it restores the user's HP in a pinch, but it will cause confusion if the user hates the taste.",/itemdex/sprites/figyberry.png
ganlon_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its Defense stat will increase when it's in a pinch.",/itemdex/sprites/ganlonberry.png
golden_nanab_berry,berry,A Berry that calms wild Pokémon you're trying to catch drastically when given to them.,/itemdex/sprites/goldennanabberry.png
golden_pinap_berry,berry,A Berry that makes you drastically more likely to get an item when given to Pokémon you're trying to catch.,/itemdex/sprites/goldenpinapberry.png
golden_razz_berry,berry,A Berry that makes it drastically easier to catch Pokémon when given to them.,/itemdex/sprites/goldenrazzberry.png
grepa_berry,berry,A Berry to be consumed by Pokémon. Using it on a Pokémon makes it more friendly but lowers its Sp. Def base points.,/itemdex/sprites/grepaberry.png
haban_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Dragon-type attack.",/itemdex/sprites/habanberry.png
hondew_berry,berry,A Berry to be consumed by Pokémon. Using it on a Pokémon makes it more friendly but lowers its Sp. Atk base points.,/itemdex/sprites/hondewberry.png
iapapa_berry,berry,"If held by a Pokémon, it restores the user's HP in a pinch, but it will cause confusion if the user hates the taste.",/itemdex/sprites/iapapaberry.png
jaboca_berry,berry,"A Berry to be consumed by Pokémon. If a physical attack hits the Pokémon holding it, the attacker will also be hurt.",/itemdex/sprites/jabocaberry.png
kasib_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ghost-type attack.",/itemdex/sprites/kasibberry.png
kebia_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Poison-type attack.",/itemdex/sprites/kebiaberry.png
kee_berry,berry,"If held by a Pokémon, this Berry will increase the holder's Defense if it's hit with a physical move.",/itemdex/sprites/keeberry.png
kelpsy_berry,berry,A Berry to be consumed by Pokémon. Using it on a Pokémon makes it more friendly but lowers its Attack base points.,/itemdex/sprites/kelpsyberry.png
lansat_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its critical-hit ratio will increase when it's in a pinch.",/itemdex/sprites/lansatberry.png
leppa_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can restore 10 PP to a depleted move during battle.",/itemdex/sprites/leppaberry.png
liechi_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its Attack stat will increase when it's in a pinch.",/itemdex/sprites/liechiberry.png
lum_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from any status condition during battle.",/itemdex/sprites/lumberry.png
mago_berry,berry,"If held by a Pokémon, it restores the user's HP in a pinch, but it will cause confusion if the user hates the taste.",/itemdex/sprites/magoberry.png
magost_berry,berry,"Used to make Pokéblocks that will enhance your Cuteness, this Berry is rare in other regions.",/itemdex/sprites/magostberry.png
maranga_berry,berry,"If held by a Pokémon, this Berry will increase the holder's Sp. Def if it's hit with a special move.",/itemdex/sprites/marangaberry.png
micle_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its accuracy will increase just once when it's in a pinch.",/itemdex/sprites/micleberry.png
nanab_berry,berry,Used to make Pokéblocks that will enhance your Cuteness. Its pink flesh is sweet when eaten.,/itemdex/sprites/nanabberry.png
nomel_berry,berry,"Used to make Pokéblocks that will enhance your Toughness, this Berry is rare in other regions.",/itemdex/sprites/nomelberry.png
occa_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fire-type attack.",/itemdex/sprites/occaberry.png
oran_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can restore its own HP by 10 points during battle.",/itemdex/sprites/oranberry.png
pamtre_berry,berry,"Used to make Pokéblocks that will enhance your Beauty, this Berry is rare in other regions.",/itemdex/sprites/pamtreberry.png
passho_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Water-type attack.",/itemdex/sprites/passhoberry.png
payapa_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Psychic-type attack.",/itemdex/sprites/payapaberry.png
pecha_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from poisoning on its own in battle.",/itemdex/sprites/pechaberry.png
persim_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from confusion on its own in battle.",/itemdex/sprites/persimberry.png
petaya_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its Sp. Atk stat will increase when it's in a pinch.",/itemdex/sprites/petayaberry.png
pinap_berry,berry,Used to make Pokéblocks that will enhance your Toughness. Its yellow flesh is sour when eaten.,/itemdex/sprites/pinapberry.png
pomeg_berry,berry,A Berry to be consumed by Pokémon. Using it on a Pokémon makes it more friendly but lowers its HP base points.,/itemdex/sprites/pomegberry.png
qualot_berry,berry,A Berry to be consumed by Pokémon. Using it on a Pokémon makes it more friendly but lowers its Defense base points.,/itemdex/sprites/qualotberry.png
rabuta_berry,berry,"Used to make Pokéblocks that will enhance your Cleverness, this Berry is rare in other regions.",/itemdex/sprites/rabutaberry.png
rawst_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can recover from a burn on its own in battle.",/itemdex/sprites/rawstberry.png
razz_berry,berry,Used to make Pokéblocks that will enhance your Coolness. Its red flesh is spicy when eaten.,/itemdex/sprites/razzberry.png
rindo_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Grass-type attack.",/itemdex/sprites/rindoberry.png
roseli_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fairy-type attack.",/itemdex/sprites/roseliberry.png
rowap_berry,berry,"A Berry to be consumed by Pokémon. If a special attack hits the Pokémon holding it, the attacker will also be hurt.",/itemdex/sprites/rowapberry.png
salac_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, its Speed stat will increase when it's in a pinch.",/itemdex/sprites/salacberry.png
shuca_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ground-type attack.",/itemdex/sprites/shucaberry.png
silver_nanab_berry,berry,A Berry that calms wild Pokémon you're trying to catch when given to them.,/itemdex/sprites/silvernanabberry.png
silver_pinap_berry,berry,A Berry that makes you more likely to get an item when given to Pokémon you're trying to catch.,/itemdex/sprites/silverpinapberry.png
silver_razz_berry,berry,A Berry that makes it easier to catch Pokémon when given to them.,/itemdex/sprites/silverrazzberry.png
sitrus_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, it can restore its own HP by a small amount during battle.",/itemdex/sprites/sitrusberry.png
spelon_berry,berry,"Used to make Pokéblocks that will enhance your Cuteness, this Berry is rare in other regions.",/itemdex/sprites/spelonberry.png
starf_berry,berry,"A Berry to be consumed by Pokémon. If a Pokémon holds one, one of its stats will sharply increase when it's in a pinch.",/itemdex/sprites/starfberry.png
tamato_berry,berry,A Berry to be consumed by Pokémon. Using it on a Pokémon makes it more friendly but lowers its Speed base points.,/itemdex/sprites/tamatoberry.png
tanga_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Bug-type attack.",/itemdex/sprites/tangaberry.png
wacan_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Electric-type attack.",/itemdex/sprites/wacanberry.png
watmel_berry,berry,"Used to make Pokéblocks that will enhance your Cleverness, this Berry is rare in other regions.",/itemdex/sprites/watmelberry.png
wepear_berry,berry,Used to make Pokéblocks that will enhance your Cleverness. Its green flesh is bitter when eaten.,/itemdex/sprites/wepearberry.png
wiki_berry,berry,"If held by a Pokémon, it restores the user's HP in a pinch, but it will cause confusion if the user hates the taste.",/itemdex/sprites/wikiberry.png
yache_berry,berry,"If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Ice-type attack.",/itemdex/sprites/yacheberry.png
berry,berry,A self-restore item,
bitter_berry,berry,A self-cure for confusion.,
burnt_berry,berry,A self-cure for freezing.,
gold_berry,berry,A self-restore item,
ice_berry,berry,A self-cure for burn.,
mint_berry,berry,A self-awakening for sleep.,
miracle_berry,berry,Cures all status problems.,
mystery_berry,berry,A self-restore for PP.,
prz_cure_berry,berry,A self-cure for paralysis.,
psn_cure_berry,berry,A self-cure for poison.,
